pathway,pval,padj,log2err,ES,NES,size,leadingEdge
Luminex_65plex_Cytokine_Panel,2.8198235752296154e-7,2.8198235752296154e-7,0.674962860011025,-0.5149838946212894,-2.3486103766775592,58,6348;3082;3603;6347;6355;7422;4803;6387;3627;3578;10563;3569;6367;4282;1440;7124;1435;10673;3553;3600;6356;6354;3976;7133;3606;50616;407977;6373;4312;3558;2247;4283;3576;6376;3586
