AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,TargetFullName,EntrezGeneSymbol,EntrezGeneID,UniProt,Dilution,direction,sig_nom,sig_fdr
seq.15301.24,-0.01869829325047769,8.706737904703873,-0.3740512283454742,0.7141171550142928,0.8750713245965479,-5.01934052441137,sperm protein 10,Acrosomal protein SP-10,ACRV1,56,P26436,20,Venous > Arterial,FALSE,FALSE
seq.2985.35,0.046944372972694284,10.994421758960527,0.37386901427128616,0.7143319851923486,0.8751912186740846,-5.019344156048648,Gro-a,Growth-regulated alpha protein,CXCL1,2919,P09341,20,Arterial > Venous,FALSE,FALSE
seq.25472.12,-0.04098852738761532,8.566071853487204,-0.3734827822851954,0.7146127294285978,0.8753918173989422,-5.019437252490344,BEGIN,Brain-enriched guanylate kinase-associated protein,BEGAIN,57596,Q9BUH8,20,Venous > Arterial,FALSE,FALSE
seq.5352.11,-0.027256637467698925,8.784145082632918,-0.37271336633315644,0.7151721306716332,0.8757396022595613,-5.019622432102516,HVEM,Tumor necrosis factor receptor superfamily member 14,TNFRSF14,8764,Q92956,20,Venous > Arterial,FALSE,FALSE
seq.7186.111,-0.04910511232649779,9.310598760193828,-0.37267096988207626,0.7152029598291223,0.8757396022595613,-5.0196326251075964,STX3,Syntaxin-3,STX3,6809,Q13277,20,Venous > Arterial,FALSE,FALSE
seq.5659.11,-0.018901997215754418,8.717252583047523,-0.37249648496576004,0.7152478237944018,0.8757396022595613,-5.019714590306241,TRH,Pro-Thyrotropin-releasing hormone,TRH,7200,P20396,20,Venous > Arterial,FALSE,FALSE
seq.8268.98,0.06636342617545281,10.803483834364703,0.3723549397468942,0.7154327817691197,0.8757649220236393,-5.019708569952,HS3SA,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,HS3ST3A1,9955,Q9Y663,20,Arterial > Venous,FALSE,FALSE
seq.21599.6,-0.07318316498421465,7.566992832241255,-0.3722588934625128,0.7155026337934078,0.8757649220236393,-5.019731638323154,CGL,Cystathionine gamma-lyase,CTH,1491,P32929,20,Venous > Arterial,FALSE,FALSE
seq.22393.130,0.032099612970207636,7.924461223545674,0.3720799274003646,0.7156327983517136,0.8757809528004531,-5.019774606920279,TAP26,Thyroid transcription factor 1-associated protein 26,CCDC59,29080,Q9P031,20,Arterial > Venous,FALSE,FALSE
seq.23342.4,-0.043030295346142514,8.438109910520154,-0.3712575818842348,0.7162310203549505,0.8762324859959402,-5.019971788701073,ARRD5,Arrestin domain-containing protein 5,ARRDC5,645432,A6NEK1,20,Venous > Arterial,FALSE,FALSE
seq.14624.51,0.03615325496360833,9.185422872850225,0.3712507127779846,0.7162360181613654,0.8762324859959402,-5.019973433988136,CTCF,Transcriptional repressor CTCF,CTCF,10664,P49711,20,Arterial > Venous,FALSE,FALSE
seq.5744.12,-0.043988277235258666,10.245207746891152,-0.37085328527885447,0.7165252004965679,0.8763333322569685,-5.0200685753817105,CA056,Protein MENT,MENT,54964,Q9BUN1,20,Venous > Arterial,FALSE,FALSE
seq.23271.20,0.04829870626502145,10.13213367631935,0.37069652568355715,0.7166392768033724,0.8763333322569685,-5.020106075310724,EBP,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,10682,Q15125,0.5,Arterial > Venous,FALSE,FALSE
seq.13565.2,-0.02013157860611506,10.320260972312107,-0.37054243005497495,0.7166698739136658,0.8763333322569685,-5.02018258133418,p130,Retinoblastoma-like protein 2,RBL2,5934,Q08999,0.5,Venous > Arterial,FALSE,FALSE
seq.7115.5,0.04073722388505773,11.873941962188262,0.37040197522702856,0.7168281740193683,0.8763836525312787,-5.020188880356683,Semenogelin,Semenogelin-1,SEMG1,6406,P04279,0.5,Arterial > Venous,FALSE,FALSE
seq.4890.10,0.025997402759374913,9.488859643238298,0.3698774667661707,0.7171885462325973,0.8766117756817221,-5.020324535201283,ACTH,Corticotropin,POMC,5443,P01189,20,Arterial > Venous,FALSE,FALSE
seq.18932.84,-0.015185395112952537,9.206000995093106,-0.36963226806175004,0.7173326120261101,0.8766117756817221,-5.020399745827375,NMNA1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,NMNAT1,64802,Q9HAN9,20,Venous > Arterial,FALSE,FALSE
seq.21355.4,0.07528072054438731,9.513695821005197,0.3694923509487182,0.717515807709475,0.8766117756817221,-5.020393623406661,USF1,Upstream stimulatory factor 1,USF1,7391,P22415,20,Arterial > Venous,FALSE,FALSE
seq.8595.75,0.02302941407766141,7.839414047339992,0.36930667742537504,0.7175939130170768,0.8766117756817221,-5.020465581111998,Fc_MOUSE,Fc_MOUSE,,,Q99LC4,20,Arterial > Venous,FALSE,FALSE
seq.6641.60,0.1580668425458046,11.20322510298673,0.369288769522837,0.7176640377096503,0.8766117756817221,-5.020442147293352,PolyUbiquitin K48,PolyUbiquitin K48-linked,UBB,7314,P0CG47,0.5,Arterial > Venous,FALSE,FALSE
seq.22469.103,-0.022003565155442936,8.970664474986618,-0.36897184651728304,0.7178187802461914,0.8766117756817221,-5.020554508948918,HMX2,Homeobox protein HMX2,HMX2,3167,A2RU54,20,Venous > Arterial,FALSE,FALSE
seq.5014.49,0.023792402844464686,9.059421617688916,0.36894239112211474,0.717863310618021,0.8766117756817221,-5.020550328153696,NCK1,Cytoplasmic protein NCK1,NCK1,4690,P16333,20,Arterial > Venous,FALSE,FALSE
seq.8887.21,-0.03763604742315316,12.641584671281144,-0.368792430582991,0.7179521921670782,0.8766117756817221,-5.020595870231663,NUDC,Nuclear migration protein nudC,NUDC,10726,Q9Y266,20,Venous > Arterial,FALSE,FALSE
seq.10667.78,-0.02020020220430164,7.372602569724967,-0.3683299276435293,0.7182813284578697,0.876870531689511,-5.0207095807923166,CA185,Uncharacterized protein C1orf185,C1orf185,284546,Q5T7R7,20,Venous > Arterial,FALSE,FALSE
seq.11270.17,-0.0644889854721998,10.48734961419372,-0.3680531217017383,0.7185639813425483,0.8770724660505146,-5.020736107745258,CHC10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",CHCHD10,400916,Q8WYQ3,20,Venous > Arterial,FALSE,FALSE
seq.3202.28,0.0717595514059044,11.95204175418547,0.36699536985150705,0.7193347062362982,0.8778357406000836,-5.02098698581415,KREM2,Kremen protein 2,KREMEN2,79412,Q8NCW0,20,Arterial > Venous,FALSE,FALSE
seq.11205.10,-0.08059796699347062,13.180930508952914,-0.3668728536698175,0.7194239975429906,0.8778357406000836,-5.021015998890273,Integrin beta-7,Integrin beta-7,ITGB7,3695,P26010,20,Venous > Arterial,FALSE,FALSE
seq.5730.60,0.03423992586972073,10.207445359844067,0.3663669945061256,0.7197927191431317,0.8778910946707263,-5.021135691735291,BRAK,C-X-C motif chemokine 14,CXCL14,9547,O95715,20,Arterial > Venous,FALSE,FALSE
seq.5494.52,0.025623827734803376,10.300066175645153,0.3662549870635518,0.7197938600331064,0.8778910946707263,-5.021201024810325,RUXF,Small nuclear ribonucleoprotein F,SNRPF,6636,P62306,20,Arterial > Venous,FALSE,FALSE
seq.13487.24,-0.0328124376990393,8.052715723927673,-0.36605643358061973,0.7200191235491702,0.8778910946707263,-5.021209094916631,UN93B,Protein unc-93 homolog B1,UNC93B1,81622,Q9H1C4,20,Venous > Arterial,FALSE,FALSE
seq.9545.156,-0.1449818361600447,9.5830455323082,-0.3657443938460646,0.720246633610612,0.8778910946707263,-5.021282786654038,Granzyme K,Granzyme K,GZMK,3003,P49863,20,Venous > Arterial,FALSE,FALSE
seq.11164.7,-0.05882767646369331,11.230728944852304,-0.365741955987922,0.7202484111765315,0.8778910946707263,-5.021283362141392,TEN2,Teneurin-2,TENM2,57451,Q9NT68,20,Venous > Arterial,FALSE,FALSE
seq.12847.27,0.04185208007946399,10.337636724026442,0.3656841792849254,0.7202905395922075,0.8778910946707263,-5.021296999973489,MCE1,mRNA-capping enzyme,RNGTT,8732,O60942,20,Arterial > Venous,FALSE,FALSE
seq.3290.50,-0.015201171757836897,10.021006280785093,-0.36557362275798805,0.7202908085936263,0.8778910946707263,-5.021361815012114,CD109,CD109 antigen,CD109,135228,Q6YHK3,0.5,Venous > Arterial,FALSE,FALSE
seq.23664.17,0.035557415769778174,8.977368812965343,0.36515123738237965,0.7206791837282408,0.878221367237493,-5.021422698788582,RTKN,Rhotekin,RTKN,6242,Q9BST9,20,Arterial > Venous,FALSE,FALSE
seq.8265.225,-0.07774261972199546,12.44785808586271,-0.3647414452358156,0.7209780765007201,0.8784425065638252,-5.0215192304355725,LAP2B,"Lamina-associated polypeptide 2, isoforms beta/gamma",TMPO,7112,P42167,20,Venous > Arterial,FALSE,FALSE
seq.9040.144,0.042452015785023306,9.968629359048434,0.3645146346058447,0.7211435272872343,0.8785010141077675,-5.02157261317908,EPDR1,Mammalian ependymin-related protein 1,EPDR1,54749,Q9UM22,20,Arterial > Venous,FALSE,FALSE
seq.9039.47,0.03018888486245049,12.777996977473116,0.3642219544229696,0.7212770282187817,0.8785205874478518,-5.0216799231717975,TOIP1,Torsin-1A-interacting protein 1,TOR1AIP1,26092,Q5JTV8,0.5,Arterial > Venous,FALSE,FALSE
