AptName,Spine_vs_Laparoscopic,Spine_vs_HeadNeck,Laparoscopic_vs_HeadNeck,AveExpr,F,P.Value,adj.P.Val,Target,EntrezGeneSymbol
seq.9402.18,-0.04154805919870991,0.011654396997839992,0.0532024561965499,-0.010903185201726581,0.05295262107507316,0.9486209682258756,0.9713432060358302,DCBD1,DCBLD1
seq.13536.56,-0.011000944562209139,-0.03693121982690277,-0.02593027526469363,-7.342650203521947e-4,0.05196230312844097,0.9495536169560499,0.9721651304842219,POLI,POLI
seq.6912.6,-0.04755028966363703,-0.05029717125544354,-0.002746881591806513,0.015445311919733232,0.05136900610095256,0.9501128687924028,0.9724709660376056,EFHA2,MICU3
seq.6075.61,-0.030568508113972336,0.0046344190574540665,0.0352029271714264,0.024879405066399112,0.05131441493376967,0.9501643463492598,0.9724709660376056,Hexosaminidase B,HEXB
seq.6913.189,-0.011961307128912059,0.04901833316972911,0.06097964029864117,-0.0574992992411801,0.05123173637402206,0.95024231543041,0.9724709660376056,HMG-2,HMGB2
seq.9327.3,0.01737823639831623,0.0346326154777481,0.01725437907943187,-0.01175101000698516,0.05096735875910431,0.9504916830578181,0.9725931173513249,LYPD1,LYPD1
seq.15637.38,0.05386015906821484,-0.0152922952747514,-0.06915245434296624,-0.055099823813990735,0.05081926443225373,0.9506314021905509,0.972603052487351,SORC3,SORCS3
seq.6611.8,0.036743940060639885,0.13950474578814875,0.10276080572750887,0.21739279003602277,0.05042349747448527,0.9510049030282731,0.9728521372288406,KDEL1,POGLUT2
seq.14013.11,0.17150496850508007,0.04927616378239888,-0.12222880472268119,0.1704782974909603,0.05009096128093683,0.9513188607749463,0.9730402512246886,TANK,TANK
seq.22824.53,-0.12128623289058352,-0.10049737205548451,0.02078886083509901,0.19583767837047983,0.049930716815310076,0.9514701950409687,0.9730619998771685,VATC2,ATP6V1C2
seq.12448.246,0.0072814645871090156,-0.11191133397191871,-0.11919279855902773,0.23003381682868973,0.0494525971639943,0.9519218937266631,0.973390881215031,NMT1,NMT1
seq.21475.137,-0.06374382371003151,-0.03122230872207812,0.03252151498795339,0.056276392792743955,0.04904061555181036,0.9523113066604448,0.9736559908605695,TXNL1,TXNL1
seq.6497.10,0.07657171325240747,0.01722235016702356,-0.05934936308538391,0.15618311667603132,0.048876291971264155,0.9524666794893426,0.9736817749740054,XLRS1,RS1
seq.10521.10,-0.03919371420054679,-0.017443363742095687,0.021750350458451105,-0.002971505164377127,0.04844434623090285,0.9528752358531822,0.9739663395843224,MXRA8,MXRA8
seq.19112.2,0.022381373753700758,-0.033700633275707395,-0.05608200702940815,0.042224024531243444,0.04828860348806924,0.9530225946535094,0.9739838839621454,TCAL3,TCEAL3
seq.13710.6,0.013376780063344966,0.03191909340344468,0.018542313340099717,-0.07284277555565281,0.04796253802649181,0.9533311921029984,0.9740913466052162,C1-Esterase Inhibitor,SERPING1
seq.11513.92,-0.02482321961339884,-0.035948859869054856,-0.011125640255656016,0.0511495050773035,0.04777119656759835,0.9535123364157126,0.9740913466052162,CD38,CD38
seq.2682.68,0.11240419254158246,-0.01873285275818448,-0.13113704529976694,0.24391049198286918,0.04776482331639364,0.9535183706977675,0.9740913466052162,HSP 60,HSPD1
seq.14093.10,0.03639445329983261,0.02530853077249688,-0.011085922527335729,-0.06019161063101297,0.04760128746381442,0.9536732236945156,0.9741165191778633,Flt3 ligand,FLT3LG
seq.13682.47,0.026512175373926306,-0.004928853640949884,-0.031441029014876186,0.017064431229263672,0.047203771218861525,0.9540497544228379,0.9743680836637884,M-CSF R,CSF1R
seq.4666.193,-0.04025336646780879,-0.007592370090704861,0.03266099637710393,-0.10229010503420606,0.047048346979570825,0.9541970199824176,0.9743854636211393,No Protein,
seq.8978.30,0.02494606675623221,0.02979208131148594,0.004846014555253728,-0.05831456229631534,0.046533368629777284,0.954685152130563,0.9745714122239126,M4K3,MAP4K3
seq.8833.20,-0.06667354637086972,-0.041345820275730735,0.025327726095138996,-0.0024175131153628313,0.0465155368809654,0.954702059432179,0.9745714122239126,TRAIL,TNFSF10
seq.19748.3,-0.07960018528141818,-0.05019127059573536,0.029408914685682824,-0.13465965951767714,0.046388280668477166,0.9548227283123543,0.9745714122239126,ERG19,MVD
seq.5069.9,-0.011085563469770021,0.031034863663444073,0.042120427133214094,-0.11256997262744628,0.046241526866596994,0.9549619072448567,0.9745714122239126,DAF,CD55
seq.17761.2,-0.015598287924035142,0.0441022165536408,0.05970050447767594,-0.197192769743986,0.0461692307410768,0.9550304802851897,0.9745714122239126,NUDT5,NUDT5
seq.7193.98,-0.010299578128752871,-0.05051822612016305,-0.040218647991410186,0.03392276482016957,0.04585092952430235,0.9553324569661377,0.9747466053687501,PCDC1,PCDHAC1
seq.18318.98,0.02633854922608253,-0.1095731048812793,-0.13591165410736183,0.3165933425101522,0.04542218227535245,0.9557393886050272,0.9749249403482103,SH3G3,SH3GL3
seq.6496.60,0.03320745708109436,-0.0018728010986002637,-0.03508025817969462,0.0045308048046003675,0.04539217099348355,0.955767880298593,0.9749249403482103,DLK1,DLK1
seq.11145.72,0.026599124159571167,-0.01586455077194753,-0.042463674931518695,-0.03138406347051811,0.045185493129731226,0.9559641197414688,0.9749921717499561,K154L,KIAA1549L
seq.18887.7,-0.03610600970943475,-0.013273797193898138,0.022832212515536614,-0.023018778590812694,0.04478074575889052,0.9563485590677243,0.975251304578196,ENTP2,ENTPD2
seq.7763.25,-0.022144153414268963,-0.037827335543574044,-0.01568318212930508,0.022441711109201384,0.04452706560042582,0.9565896014144935,0.975364155401639,Cadherin-11,CDH11
seq.7918.114,0.030402846543092017,-4.884567428680604e-4,-0.030891303285960077,-0.031031976656982135,0.044228243991052796,0.9568736258441826,0.9755207951676657,"Amylase, alpha 1A",AMY1A
seq.9815.5,-0.03122847459067382,0.08652269043633815,0.11775116502701197,-0.03857791585834865,0.04377679339294258,0.9573029049741346,0.9758254574344599,RHG01,ARHGAP1
seq.23557.110,-0.03491846983947996,0.021474278839371756,0.05639274867885171,-0.017784534246882533,0.04363362149802058,0.9574390916459263,0.9758313139786342,CAPZB,CAPZB
seq.23659.2,-0.04760988560309076,-0.11870186263614113,-0.07109197703305037,0.3220295522114352,0.04341659551476782,0.9576455715527918,0.9759088027225766,BZW2,BZW2
seq.5626.20,0.04144095414157299,0.021067833776275136,-0.020373120365297856,-0.06118659575336668,0.04297348036189818,0.958067312924582,0.9762056071899753,CTRC,CTRC
seq.4976.57,-0.053789198310208494,-0.05546287676861422,-0.001673678458405728,-0.10643995247117759,0.042662959073755696,0.9583629832166904,0.9763738904322566,CRK,CRK
seq.9068.17,-0.044738979121364826,-0.018489641146208595,0.02624933797515623,0.04588965950273686,0.04226101921327305,0.9587458554822637,0.9765072934690282,JKIP3,JAKMIP3
seq.9087.8,0.013745079894031089,-0.028007997189359646,-0.04175307708339074,0.04504088344995427,0.04213706774270682,0.9588639622570172,0.9765072934690282,NHLC3,NHLRC3
seq.4831.4,-0.007733262131212728,-0.027504537462880837,-0.019771275331668108,-0.005792396913038751,0.042051320951656986,0.9589456755966401,0.9765072934690282,sL-Selectin,SELL
seq.11137.43,0.020461022495210084,-0.019986558359906856,-0.04044758085511694,0.06444806859639574,0.04188294289806012,0.9591061565651882,0.9765072934690282,IL3RB,CSF2RB
seq.12931.16,-0.02881452318774859,-0.050147809594951714,-0.021333286407203125,-0.058431847458052744,0.04184053152593681,0.9591465836666782,0.9765072934690282,MCR,NR3C2
seq.5861.78,-0.03517506052735558,-0.0036038854835149818,0.0315711750438406,0.01662823243808642,0.04110513722052763,0.9598478827856003,0.9770883128478809,3HAO,HAAO
seq.8980.19,0.047997999150209254,0.015910727338313974,-0.03208727181189528,0.017649088256148044,0.040906942629980084,0.9600369891588854,0.9771234450626858,MO2R2,CD200R1L
seq.18863.176,0.016489341295465233,-0.014404512134908828,-0.03089385343037406,-0.03896364951681278,0.04079520372321199,0.96014362313271,0.9771234450626858,CHST2,CHST2
seq.20971.1,-0.010828975329215451,0.06465211587018826,0.07548109119940372,0.14357913354968824,0.03954087757500728,0.9613415774379434,0.9782095131682882,MSRB1,MSRB1
seq.22800.24,-0.044575753231216486,2.3020562403316958e-4,0.044805958855249656,0.03432313611134763,0.03913066306410519,0.9617337284467575,0.9784754552577443,TELT,TCAP
seq.2999.6,0.03267208057648886,-0.0019046835722413141,-0.03457676414873018,-0.0723364927257446,0.03896715299826825,0.9618900896573005,0.9785014632480643,LSAMP,LSAMP
seq.19276.124,-0.013614832280247652,-0.05174956723278461,-0.038134734952536956,-0.03545768230747356,0.0388122919081903,0.9620382069495663,0.9785190790196745,RUXG,SNRPG
seq.9607.39,0.041961985330607715,0.037576321910493246,-0.004385663420114469,0.0845755570863959,0.03849245820944541,0.962344195623188,0.9786972440806239,CD040,PRR27
