AptName,PC1,PC2,PC3,PC4,Target,EntrezGeneSymbol
seq.12625.138,0.01428037770754097,0.008130820594159602,0.015172184577499222,0.010644273522636862,KLHL7,KLHL7
seq.23605.3,-0.014276942582453432,-0.016010179615200456,-0.013065343959455572,0.004731610979423931,T11L1,TCP11L1
seq.15319.226,0.014274052655084643,0.013271600512923585,0.013508482929880402,-0.010951214422139394,CCNA1,CCNA1
seq.12697.30,0.014274023504708919,-0.01794708540899719,-2.919353680071109e-4,0.012259612305860167,PI42A,PIP4K2A
seq.25428.103,0.014273949172457771,0.01327574384529979,0.014689218585264363,0.0088989400969179365,IFRD1,IFRD1
seq.4450.26,0.014270666140858182,-0.010065257544164409,-0.011959790426007023,-0.013918248275280418,hnRNP A/B,HNRNPAB
seq.17671.58,-0.014269178641951886,0.011335414034023345,0.0023880727671506093,0.015448430402115479,ING4,ING4
seq.2514.65,0.014266215521799911,0.003993038334506327,-0.009530082389579555,-0.024507786228660587,Ephrin-B3,EFNB3
seq.19130.81,0.014262645323192978,-0.0014591975912337917,0.0029352991272114425,-0.01515207694452933,SPB8,SERPINB8
seq.10480.33,-0.01426199513485312,0.0035841999731040437,-0.005296895068157619,0.00477454798083674,CD59,CD59
seq.5888.29,0.014260559996022546,-0.015578161372810472,-0.011078558563790223,0.011060984883441542,eIF-5A-1,EIF5A
seq.13386.248,0.014252585992216318,0.015216008204020021,0.0041323625337132495,0.003139653591448319,RNF34,RNF34
seq.9957.9,0.014252165375386323,-0.017377597745177806,-0.0022974904704674576,0.007469388601108965,RN114,RNF114
seq.12012.33,0.014251502931957412,0.014777728354168927,0.02012918952820357,0.0057705269057359105,Fc_MOUSE,
seq.25076.2,0.014249999862632742,0.008595219629111731,0.0048111091978584345,0.008224402778209211,Selenium-binding protein 1,SELENBP1
seq.7994.41,-0.014245282634657633,-0.008821999004902697,-0.006374434317986406,0.006320126798229397,ERO1B,ERO1B
seq.18182.24,0.014243819801327823,0.011255887472592646,-0.004611065050892152,0.004404541062092227,PCKGC,PCK1
seq.9028.5,0.014241276907115796,0.005183338393985557,0.00907815722960332,0.004221923832784948,PAPD1,MTPAP
seq.11540.37,0.01424078261074119,-0.008166305348884927,0.011063341597977812,0.019521973835782025,FOXO3A,FOXO3
seq.21679.16,-0.014238636409822935,-0.004849409903621627,-0.011695519357568917,0.015909519048697595,CAD20,CDH20
seq.4324.33,-0.014232302846377424,-0.0069549851114946975,-0.014818764283265113,1.1754253298593758e-4,CYTT,CST2
seq.15529.33,-0.01422984654094504,-0.017726304989641166,0.009678379595286127,-0.00886463069337605,Cysteine-rich protein 1,CSRP1
seq.8036.75,-0.014229403433305072,5.792823813426108e-4,0.011840585815387944,0.009311450008199645,FSHB,FSHB
seq.14587.16,-0.014228408420456813,0.002156730358014131,-0.006235955337131279,0.004719894043579823,GDF-11,GDF11
seq.3472.40,0.014224278965261327,0.015095812207676106,-0.005068563317226969,-0.012590833726572246,Survivin,BIRC5
seq.23006.19,0.01422194544475355,-0.020646460978913244,0.007180940392581179,0.010205800937190692,PI42B,PIP4K2B
seq.6936.7,0.01422128143953943,0.017604975750384208,0.014464529616062404,0.005916345321554156,PMEPA,PMEPA1
seq.12425.104,0.014219213369947439,-0.008710272604441075,-0.01186385924355584,0.00965633993165002,ARF6,ARF6
seq.9306.7,0.014218711943373171,0.015413864928273046,0.0084462212280988,-0.007026124150363167,DB118,DEFB118
seq.14634.13,-0.014218013023087056,0.01004599940682852,-0.0038992313884741747,0.006601754627201897,LSHR,LHCGR
seq.20185.44,0.014215256898631567,-0.011260747304719897,0.0169941912041215,-0.003488748871166209,ODP2,DLAT
seq.18931.40,0.01421347757729945,-0.004701837302202654,-0.010675213180570308,0.015939431833150833,SLIT3,SLIT3
seq.12382.2,0.014213050981002971,0.0019950552134042803,0.013115867095631319,-0.005030680433233536,DDX58,DDX58
seq.22417.10,-0.014212711019474395,0.009293844526407639,-0.010745546909816531,0.009028858797191836,CBLC,CBLC
seq.6647.55,0.014208997792579486,-0.00918280221548888,-0.003926447728475079,0.020257385378855106,PolyUbiquitin K63,UBC
seq.18399.1,0.014208901470999657,0.016428633922735542,0.012730804137903834,0.005805752741226145,AKA7A,AKAP7
seq.3839.60,0.014205840126449652,-0.02208565936522029,0.006469445461958055,-0.0013541399974068323,AIP,AIP
seq.18422.41,0.01420492291292929,-0.011295073786682708,-0.009119219171073872,0.015532854987500306,ERG19,MVD
seq.13727.44,0.01420428165428607,0.014675784352286112,0.002591385982709528,0.006879071737941644,SPOP,SPOP
seq.11699.16,-0.014203659955696262,-0.017926651035375694,-0.0022495384163379525,-8.303411023608901e-4,TP4A2,PTP4A2
seq.22104.39,-0.014200632368646328,-0.0018055928810950922,-0.002496732329807987,0.006485088690461544,CDX1,CDX1
seq.22797.20,-0.014200091775362824,3.799981128621777e-4,-0.0019457981814248872,-0.0013520595347024777,TAF12,TAF12
seq.2748.3,-0.014199703516280787,0.0030540320323642145,-0.015153849857566454,0.014506155859917002,Activin A,INHBA
seq.5138.50,-0.014197386360565344,-0.002355238984603148,-0.015568902350914269,-0.0059770996641025365,TWEAKR,TNFRSF12A
seq.21595.8,-0.014188031887224607,-0.001619496699571194,0.006716849690540396,0.006027763207231533,CCD43,CCDC43
seq.19207.119,0.014180407120396425,-0.01010322833436207,-0.012436379151161726,0.01653268943551137,ADK,ADK
seq.4551.72,0.014179721910333723,0.0028413613920228236,-0.019589784785589245,-0.011842057783613,GP114,ADGRG5
seq.14228.1,0.014175671755773061,0.007099072549006964,-0.005559239675541923,0.015559371957506186,Fc_MOUSE,
seq.4245.80,0.014171915220506908,0.010377383674466467,-1.002731298324492e-4,-0.016747870037901083,MDM2,MDM2
seq.12960.9,0.014167083644272988,0.00549529867415898,-0.0066548156223275355,0.015361174106458906,HXK4,GCK
seq.5970.61,0.014163427830829972,0.01618861823883825,0.0018476008483808192,0.004572099639540875,LECT2,LECT2
seq.3480.7,0.01416235525115734,-9.041179028576897e-4,-0.007193948695625601,-0.019663903600250332,DUS3,DUSP3
seq.12760.34,0.014160068755252716,0.017611991972334255,0.005779445695422423,-0.003918787415033858,ZN774,ZNF774
seq.9244.27,0.014159190928713856,-0.004977571351210887,0.00601310112583711,-0.00782604061109116,PPT1,PPT1
seq.7006.4,-0.014157204704985103,0.013188176933502833,0.004231652846582134,0.0030183475864211913,COPA1,COL25A1
seq.4435.66,-0.014156726121101214,0.008480002193958615,-0.0020554239523732946,0.006449421841012313,ENPP7,ENPP7
seq.11214.40,-0.014155017791206,-0.004903369920761804,0.0036718895817904437,-0.02045206848116571,DNJB9,DNAJB9
seq.24267.24,0.014154634842678954,0.019235263020541737,0.002357853542963983,-0.009170573828548002,PWP2B,PWWP2B
seq.12417.46,0.014150671439920914,0.002760915258358617,0.0027306744676675516,0.016854793271883734,TPRKB,TPRKB
seq.21249.115,0.014149110251037517,-0.012991842349883907,-0.005529160627663739,0.014762963813483677,DFFA,DFFA
seq.5106.52,-0.014144775480326884,0.003853761629901398,0.007197484021914815,-0.013785160419703197,NOTC2,NOTCH2
seq.5810.25,-0.014144326517445637,0.0015058252740331286,-0.006107616339801104,0.002661500714779422,Cripto,TDGF1
seq.21355.4,-0.014141796515012232,0.0026508047043319895,0.0095681098412022,-0.0034191196385029462,USF1,USF1
seq.23404.16,-0.014137428531904013,-0.010832689053051578,-0.0148286197906745,0.01647336016322731,MD2L2,MAD2L2
seq.6416.8,-0.014135286826185485,0.003410375213845725,3.874925358231228e-4,-0.008411153937880684,GKN2,GKN2
seq.5486.73,0.014134034073499935,-0.004247372343763534,-0.005913171781400622,0.011760199896702706,sICAM-2,ICAM2
seq.24479.25,0.014130799362627523,0.014290272423955135,-0.005458434215718422,0.004813069644722488,T225B,TMEM225B
seq.19173.5,0.014129426483798075,-0.017921377535730556,-0.003461065628493722,0.009821288962456978,ZFAN1,ZFAND1
seq.13384.110,0.014122899344088303,-0.016396374291920146,-0.002879277954157844,0.009387467513416722,FUMH,FH
seq.9522.3,0.014119465517213967,-0.003617441386385273,-0.004128784901248524,0.01260435404601265,AIF,AIFM1
seq.3488.64,0.014117564812629109,0.0025732158328922216,-0.014816672279359793,0.007722317860656632,Catalase,CAT
seq.5082.51,0.014110131133748788,0.008028606565441488,-0.013704669137920934,-0.018638488134331076,IL-1 sR9,IL1RAPL2
seq.18270.10,-0.014108436583553721,0.007459101509990382,-0.010186830358207902,0.013142883898373236,TAF10,TAF10
seq.4267.81,0.014106830904221818,0.0038309169227124366,-0.016379758948324125,-0.01986172081107342,PESC,PES1
seq.13102.1,-0.014103658416993726,0.005405272815833831,0.010045688417058411,-0.002738654886268622,FAM3D,FAM3D
seq.12014.19,0.014102332900483855,0.004640519009169034,-0.0037081088245710337,0.012818641249976413,PTPS,PTS
seq.9478.69,0.014101747900265959,-0.0052705152736462315,-0.013744393147585285,0.012698542445570022,KPRA,PRPSAP1
seq.9319.59,-0.014098436799531395,0.015156687606423603,-0.007424876633765736,0.009806673081688188,TMED4,TMED4
seq.4666.199,-0.014096282282475973,0.002757912619580346,0.0037494916459857182,-0.01580004982675562,No Protein,
seq.4194.26,-0.014096046095399384,0.006208233361755257,-0.015334711272862293,-0.00410623078629551,AN32B,ANP32B
seq.17770.42,-0.014095189922606383,0.006610412150362054,6.078184484831162e-4,-0.0017204048051610047,EMC8,EMC8
seq.10082.251,0.014092950348062782,0.004749955482159114,-0.004325788944481528,0.017085913336066853,NFL,NEFL
seq.9576.58,0.014088023928560926,0.018854643777679658,0.014262089306717502,-0.0015056579418925358,MNX1,MNX1
seq.15323.112,0.014083950933300868,-0.009389061300785923,-0.015523543757616979,0.016138327718160855,AGO3,AGO3
seq.2619.72,0.014083127109465694,-0.004611194782948257,-0.018805213681935894,0.018992668157025324,GA733-1 protein,TACSTD2
seq.15614.168,-0.014077930052344353,-0.006489571247537423,0.003640756910451906,-0.005082442961148061,LIRA2,LILRA2
seq.8427.118,-0.014077869861696731,0.008866185395244773,0.011176143935689796,0.003683399933690665,RSPO3,RSPO3
seq.23662.10,0.014076690949144245,-0.01255891088170239,0.013598971051277277,7.6731285217946e-4,3BP5,SH3BP5
seq.5757.45,0.014074579194876563,0.013193048015984728,0.019208171606709727,-0.0017304393129929114,GNAS3,GNAS
seq.20923.10,0.014070872408582574,-0.010953232250328399,-0.010653489086239133,0.00789699183722896,MGDP1,MDP1
seq.6289.78,0.01406744212728163,0.008926660022158946,4.816503001129891e-4,-0.008664619123519223,RHG36,ARHGAP36
seq.16043.30,0.014067223883842406,-0.023294586259660407,4.439949820730931e-4,0.004054502911742977,SHC1,SHC1
seq.7239.9,-0.01406061476282955,-0.0019117497354987974,-0.010727177548261952,0.004979683549270285,GST M1-1,GSTM1
seq.9021.1,-0.014059580758536727,-0.0013029695561332208,-0.011611063496466898,-0.0077632851862157555,TIM-1,HAVCR1
seq.15565.102,-0.014052365116310733,0.005899186829124834,0.011011535033134331,0.0014212224650061074,CA125,MUC16
seq.21856.59,0.014042039454286597,0.005351828126451552,0.006837916333270197,-0.011136677345309792,KHK,KHK
seq.10416.79,0.01404074740198142,0.014645110732908057,0.003251907797020625,0.008574114727907516,Fc_MOUSE,
seq.17837.5,0.014033021785603141,0.002445071720929963,-0.02122844226127097,0.00833064254451442,CLIC2,CLIC2
seq.10479.18,-0.014032764822751604,-0.005820495246159359,0.012659845668678726,0.003997196156696294,MMP-10,MMP10
seq.7751.121,0.014032472730458384,0.004964183823138617,-0.0032185895993684936,-0.006418266148763425,SARP-1,SFRP2
seq.11281.6,0.01402507422053026,0.018482808178160427,-0.00543137698224353,-0.0055077908457900416,GRB7,GRB7
seq.21547.6,-0.014023361324708716,0.012055370318352973,-0.003285053172356898,-0.004397364780123057,DMP4,FAM20C
seq.12618.50,0.014019070235727443,0.006904756566164206,-0.00439117572475717,0.018817493614311502,Aldo-keto reductase 1C1,AKR1C1
seq.9794.17,-0.014013198353785939,0.01212323433366715,0.020412315552797405,0.009456441461860726,ADCK4,COQ8B
seq.17404.5,0.014012444965454805,0.005936705057857907,-0.007164040471166624,-0.0036742519711071013,ARL5B,ARL5B
seq.3187.52,0.014011144034878164,0.005660997965670623,-0.013915409114665794,-0.006834920301398192,CRIS3,CRISP3
seq.23187.9,0.014006578977735506,-0.020567248799940412,0.00479990092450263,0.012476890105472907,VCIP1,VCPIP1
seq.7105.7,0.014005859645267252,0.007970112555679242,0.01875757727101293,0.008673945927811219,CABL2,CABLES2
seq.8644.46,-0.01400504939097258,0.00742806395375654,9.192436108686485e-5,-0.005672456854905593,Cathepsin H,CTSH
seq.20370.6,0.014005042203905254,-0.004600648932603116,-0.016617596716884675,0.014512920413494109,ACYP1,ACYP1
seq.17796.15,-0.014000405640953636,-0.00903863296062896,0.0010807806389153715,-0.014246394658914125,IMPA1,IMPA1
seq.15483.377,-0.013999412780025434,-0.0034612807344855372,0.009590809988115234,-0.0021294901024760103,Agrin,AGRN
seq.4991.12,-0.013998192922878197,-0.002081314860262212,-0.00392202623998344,-0.006139728253802932,GPC5,GPC5
seq.6285.71,0.013997588504109672,-0.017091152943075012,-0.006883664137735073,0.014346329264730588,K0152,MLEC
seq.8690.25,0.013992904117991183,0.004144602250183077,-0.01852471661517679,0.0024908745679614657,CAV3,CAV3
seq.12462.20,0.013992247703462331,0.011466793020883654,-0.0039215677282000375,-0.015062707145329281,SETMR,SETMAR
seq.9074.6,0.013987108827964227,0.006284976746047394,-0.018654003712014224,-0.015061280951013294,CE004,FAXDC2
seq.10502.15,0.013982128047809794,0.014857535472598292,0.01619195902089666,0.011412676332587645,Fc_MOUSE,
seq.4480.59,-0.013981859631833737,0.005869416889638036,-0.0022088104910585517,-0.011819918939201514,C3b,C3
seq.12880.1,0.013981640415051056,0.016428810760242274,0.001050215952086373,-0.01370863571954135,SV2A,SV2A
seq.5834.18,-0.013979872624003228,0.002475295411160847,-0.0042851740348203585,-0.008998543040037927,IL-9,IL9
seq.6398.12,0.01397609926756939,-0.01744265141924733,-0.01050683673398273,0.0055032000885202785,LONM,LONP1
seq.2853.68,0.013973435576024157,0.014957124249259466,0.01768392363511477,0.003100707672366629,CHK1,CHEK1
seq.10379.19,-0.013964975633308258,0.009298861391841957,0.018757754507740497,0.012777756625448403,ATS1_MOUSE,Adamts1
seq.23274.27,0.0139588445065511,0.0010552046795251537,0.0012296993246890238,0.019911153022458106,EFCB1,EFCAB1
seq.8843.34,0.01395843737527225,0.016307717189715513,0.01531024787958771,-5.406122300912597e-4,MRF,MYRF
seq.8009.121,-0.013951535768334775,0.00247381740795019,0.0011471637981914427,-0.0015534765286193742,SURF1,SURF1
seq.9439.454,0.013951044322647823,0.012663258548268889,-0.015449554029897217,-0.012115123693403586,Fc_MOUSE,
seq.13996.16,0.013948712324496291,0.005154959732185489,-0.015780297419245096,0.002367449257144597,COAC,PPCDC
seq.7128.9,-0.01394624799682831,-0.006664063007550419,-0.014446929481669016,-0.013486601169117473,VWA2,VWA2
seq.25039.10,0.013938955452916985,0.012497839317316628,0.0026395706082649535,-0.016538343149730395,KLHL3,KLHL3
seq.3803.10,-0.013937956239198284,-0.010383513128545898,-0.015216957897691659,-0.0015513320233532322,CYTD,CST5
seq.6209.2,-0.013937011603139045,0.012852260089558854,-0.0031003616625804547,0.010223967318384448,ABP1,AOC1
seq.8776.10,0.01393515791854713,0.017683490918853507,0.006455785851808431,-0.005127338524166599,ERLN1,ERLIN1
seq.21317.25,0.013932632621953878,-0.00782042809547269,-0.006147954895525742,0.014181039516044486,KBRS1,NKIRAS1
seq.25251.6,0.013927703332272778,0.006960719398940936,0.011402309385196638,-0.008829140128150642,ENPP3,ENPP3
seq.21958.4,0.013927434752521319,-0.012054142839457823,-0.007755328061966459,-0.011961750623997904,ABR,ABR
seq.5443.62,0.013924845769417899,0.004804268411108115,-0.015335375308330918,-0.021255461133295756,ANP,NPPA
seq.24944.12,0.013924350878507658,-0.0018257910947012022,0.0025531725651891683,0.012088636621208505,REPS2,REPS2
seq.3317.33,-0.0139228637896988,-0.019713690464737338,0.007957216414033151,-0.00890345470922136,HTRA2,HTRA2
seq.23528.199,-0.013919634333660707,-0.004206904986849964,0.009927578544801719,0.004482124911516333,PHIPL,PHYHIPL
seq.18232.42,0.013917470014942708,-0.016859817261760363,-0.0021563994203822007,0.013355010469733216,PI42B,PIP4K2B
seq.25257.162,-0.013912201434677035,0.01501753149455267,0.005637205632488948,0.004217907137995315,OLIG1,OLIG1
seq.6064.4,0.013909343068162841,-0.007838405079798594,0.016884592807455936,-0.005648514671394558,TXNDC4,ERP44
seq.19236.24,0.01390647727529304,-0.0036120753352149927,-0.01838383564074137,-0.011642800786077106,TCP4,SUB1
seq.23002.27,0.013906149976076818,0.016724792267666717,0.004253340380236235,0.006898227030028736,NXPH1,NXPH1
seq.19200.16,0.013904246504846151,0.012711355000632977,0.01597231949074794,0.012433116008553083,NDUA5,NDUFA5
seq.23268.15,0.013902916505072742,-0.012706907882847895,0.007307856343046232,0.0061283147710193735,FRG1,FRG1
seq.25416.5,0.01390183047023259,0.01058849044157768,0.01390099542627766,0.007871063043950303,PRAX,PRX
seq.2785.15,-0.01390030270548447,-0.004227492921656825,-0.02032270621956545,0.0014752876721383403,MCP-2,CCL8
seq.17447.52,-0.013895178033351316,0.0018662897741306915,-0.010341061241344264,0.019569087608128026,SFRP4,SFRP4
seq.2330.2,-0.01389480213231176,-6.325880596340592e-4,-0.018759272035073896,-0.012240735117759869,SDF-1,CXCL12
seq.5060.62,-0.013893272791509117,-4.920742375035666e-4,-9.558551363153967e-4,-0.017982902551099217,B7-H1,CD274
seq.17137.160,0.013892774019127386,0.0065742124172990584,-0.012827272722322047,0.018639032831556875,Beta-globin,HBB
seq.10715.5,-0.013892687189295086,0.005986693959723034,-0.012068117358739465,0.005612217006667139,Fc_MOUSE,
seq.11202.70,0.01389157151456442,-0.005819395831595271,0.004370838652821759,-0.0011608626254339981,TBX5,TBX5
seq.9055.81,-0.013888286706708497,0.003408985370949972,0.017695452349108184,-0.002957597767751735,MYZAP,MYZAP
seq.21811.20,0.013883388023409413,1.978241587441772e-4,0.023475986169249976,0.002479903639070345,NO40,ZCCHC17
seq.12808.103,0.013877440211673957,-0.0019748157020949724,-0.01524122349838822,0.02044268213665058,CHSP1,CARHSP1
seq.22134.1,0.013874571826269133,-0.014022624111845752,-0.008092839665416355,-0.0037086013624566035,ETV4,ETV4
seq.21766.50,-0.013863729869550678,0.001965894844121691,-8.019395218070868e-4,0.0029741782366568856,SPHM,SGSH
seq.20078.6,-0.013861848767228199,0.004511467659310892,-0.008145841443443864,0.0020207864244126254,MYL6B,MYL6B
seq.6555.58,0.013860831011417189,0.002398515463770086,0.009433083573525873,0.012785267753033194,Stomatin-like protein 2,STOML2
seq.3376.49,-0.01386032355415344,0.012504307545221452,-0.0037286405950370583,0.02047870253255585,IL-17 RD,IL17RD
seq.3336.50,-0.013859729462575781,0.0010872631777054387,0.0018059210118508578,-0.01385230889823423,TFPI,TFPI
seq.23398.1,0.01385594776126275,-0.023001285369864493,0.0034871909900988786,0.0051970597501289646,GRL1A,POLR2M
seq.18338.26,0.013855133689644415,-0.016834066892962032,0.012174867061126075,-0.00339821909755434,IDH,IDH1
seq.21001.393,0.013854560931679947,0.010505393284972592,-0.005887149729414195,0.015091478771920038,BRK1,BRK1
seq.14005.2,-0.013845186305407127,0.013460073133875844,0.009932791644371207,0.005871786077183726,CHD7,CHD7
seq.6512.68,-0.013843863934744703,-0.010205864228586875,-0.0013260069815710614,-0.0015748717558711708,KREM1,KREMEN1
seq.2942.50,-0.013843614333971715,0.002597836637782708,-0.011499695051495227,0.010967913288110033,Cytochrome c,CYCS
seq.6454.38,0.013840497524695615,0.006811010638720013,5.745647485336666e-4,-0.005698370494062906,Rho-GDIa,ARHGDIA
seq.25880.14,0.013836497449359792,0.015140262259578492,0.014689123493414946,-0.005251457124473705,5-Lipoxygenase,ALOX5
seq.19255.124,-0.013833459042140537,-0.007475826882326773,-0.007802871712084165,0.015028046831853657,NXT2,NXT2
seq.14624.51,0.013833432337123946,0.015343129838563915,-2.5176441639934374e-4,-0.011570259805205282,CTCF,CTCF
seq.21971.47,0.013830696192098944,-0.020600775708490827,0.008671684491459192,-0.0031482861474548146,FLI1,FLI1
seq.22566.53,-0.013829625115968233,-0.006456343752672483,-0.011595752062899268,0.005841873857192208,PACR,ADCYAP1R1
seq.13094.75,-0.013827213855975934,-1.0967676850135192e-4,0.008098222128414385,0.0033415854156742747,RSPO3,RSPO3
seq.21515.61,0.013825756625327808,-0.005624323894860468,-0.003040093933363159,0.0014593899229341674,AACS,AACS
seq.23156.146,-0.013825127777150685,0.0068013663623767324,-0.005603467552458974,0.021658883542335063,Caspase-10,CASP10
seq.21676.17,-0.013824302285062744,-0.0014978471156352833,5.099366972103244e-4,-0.014387009371319025,PAI-2,SERPINB2
seq.21433.3,-0.013820261088540828,-0.006753348265701834,0.00448872103993356,-0.016227250828758703,BT3A2,BTN3A2
seq.8233.2,-0.013813183976623036,0.003910226858491083,-0.013404601440471892,0.012767407293853665,ITIH5,ITIH5
seq.9482.110,0.013812318544348081,-0.011944699636961173,0.003511702443599664,-0.0074838792130546014,NUDT9,NUDT9
seq.9059.14,0.01381109222191866,0.015240134093815718,0.013864729377075266,0.008580337617796807,RPGF5,RAPGEF5
seq.11432.11,0.013804543076811955,5.066039913356957e-4,0.0012958842049049998,-0.004054985039641117,PQBP1,PQBP1
seq.23521.29,0.013802549076865303,-0.022282203012543654,0.002502578644461025,0.008504689881473801,NDK7,NME7
seq.23254.31,-0.013799288809918715,0.003890282038762278,0.006062413596715156,0.0069677146001627535,NDUF3,NDUFAF3
seq.25269.10,-0.01379767627740769,6.423984876893114e-4,-0.004915250915188472,0.007447049150906589,NRDC,NRDC
seq.7878.2,0.013794925974524813,0.017217508322263847,0.007762835675756829,-0.00954494839961733,SC61B,SEC61B
seq.6304.8,0.013794002622649081,0.0072252040144104865,0.015466756466463144,8.63268424268603e-4,C1QT1,C1QTNF1
seq.7806.33,-0.013792516799304527,-0.005023514718375249,0.01516599556636678,-0.00539100377760807,B4GT7,B4GALT7
seq.21350.29,0.013789678917884147,0.016828848097926077,-3.7310401797315744e-4,9.98645176071767e-4,LN28B,LIN28B
seq.21722.21,-0.013789123574170455,7.493717097773838e-4,-0.0031877669246561735,-0.002108004166054078,GALT4,GALNT4
seq.21183.1,-0.013786549498267676,-0.006927683918209364,-4.2081102576208734e-4,0.022604876561264427,DUS10,DUSP10
seq.25284.47,0.013785215073767523,-0.020853978131460067,0.0018589831698342548,0.00938771829947965,UBA6,UBA6
seq.4133.54,0.013772017311214874,-0.0037426302412351207,0.012159931293990591,-0.0026092183206511996,Granzyme B,GZMB
seq.7778.104,0.013771883716280365,0.010691752091516099,0.004259000995729881,0.009897361833331144,BINCA,CARD19
seq.14326.4,0.013771471394829694,-0.014916221888714323,-0.010761591303442454,0.006450690620091635,UB2E1,UBE2E1
seq.2985.35,0.013768900622518494,6.653227902798156e-4,-0.011924860601054743,-0.01927347723397382,Gro-a,CXCL1
seq.19219.71,0.013761383307734599,-6.991141934955983e-4,-0.012113460054002127,0.02151842958734129,NTF-2,NUTF2
seq.8062.15,-0.01375592322147662,0.002952433765993503,0.013431755983028728,0.021338203498391436,F176B,EVA1B
seq.10473.2,-0.0137549839040097,0.006769071629598149,-7.565320124590251e-4,0.01578017464003144,Trefoil factor 2,TFF2
seq.22492.108,0.01374770038057847,0.01549962873038323,-0.01177984829063338,-0.009534133051493887,LMO3,LMO3
seq.11910.27,0.01373988561909179,-0.02245191898892856,0.0026714030147135717,0.010080881006122025,DLX4,DLX4
seq.3727.35,-0.013734600619780206,0.002996777539289861,-0.011417750966312134,0.00843820068377982,PYY,PYY
seq.2837.3,-0.013733969709615004,-0.009224585191746628,0.006766713184540031,-0.017999114437924894,Met,MET
seq.8859.51,-0.0137332164488589,-0.006560083706711275,-0.012988944379117223,0.01593331531506356,CAH11,CA11
seq.6256.9,0.013728213512955346,-0.007315922616314701,-0.01205179188143589,-0.021274879916976085,LY66C,LY6G6C
seq.24638.3,0.013726628231069566,0.013633993532905144,0.018388827241678896,2.0577553388214455e-4,LRA25,FAM89B
seq.5735.54,0.013725244859265327,0.003979088791928378,0.0013277609331951593,0.0023552018198548116,C1GLC,C1GALT1C1
seq.8327.26,-0.013721863794561513,0.004482646761847919,-0.015818618038755485,-0.004749976094137319,DPEP2,DPEP2
seq.13634.209,0.01371944884700638,2.3564858072129e-4,-0.009391041174183275,0.020936492258969028,PIR,PIR
seq.8967.6,0.013715442922706756,0.007600863553105127,0.0032620285926994795,0.005009114951213393,DUS26,DUSP26
seq.12968.2,-0.013715398911392748,0.004342342595300284,-0.0027536231380552007,0.010131861194115242,CSRP2,CSRP2
seq.19802.22,0.013711848089581143,-0.016495345916437452,0.015927205204712587,0.0060998020261948055,RCAS1,EBAG9
seq.2973.15,-0.013710621698845469,-0.0028482908806654597,0.00464000914576199,0.008604219062654073,CD36 ANTIGEN,CD36
seq.4910.21,-0.013708977493789578,-0.013051501822218339,0.01210005093498015,-0.004411926132955015,GIB,PLA2G1B
seq.11837.7,-0.013708202367175872,-0.011297149189966839,0.017001644742772024,-0.0038666430773012833,GITR,TNFRSF18
seq.19338.3,0.013708095365103843,-0.003919136322471242,-0.0045866779049934196,0.02792666336444055,LZIC,LZIC
seq.3831.21,0.013707091062777841,-0.012929445141934521,-0.021066345488129537,0.0044141712938948405,pTEN,PTEN
seq.21760.22,0.013706711736587506,-0.017051714920664658,-0.007659992585906869,0.005105016187006845,UBE1,UBA1
seq.21734.36,-0.01370084818537142,-0.013985249789467908,0.0031137919465810187,-4.316341681077676e-4,C1GLT/C1GLC Complex,C1GALT1|C1GALT1C1
seq.16551.14,-0.01369808545929936,-0.003754497320453895,-0.008183533815694897,0.004330944686648166,STA5B,STAT5B
seq.8239.223,-0.013695967884518438,-5.625833925998583e-4,-0.013033911360234846,0.012405502717554714,Pseudocholinesterase,BCHE
seq.18409.61,-0.013695740571834723,-0.01194537461286279,0.0024932699847253384,0.021753555009123085,ARF5,ARF5
seq.9956.7,0.013695229441491137,0.015672683506245434,0.01682951101407299,-0.0027833029746939875,ADA15,ADAM15
seq.5764.4,-0.013692486948106252,0.008068670702794531,0.009621475132765974,-0.0044242391737136745,GALT2,GALNT2
seq.11927.3,-0.013689571160485496,-0.003290938287751847,-0.013870241261352865,0.01828392957823923,Fc_MOUSE,
seq.21235.11,0.013688511823008915,-0.021954464039160397,0.005936433554089938,0.009498813762311695,IMA6,KPNA5
seq.10569.28,0.013688161496978313,0.003745633199746038,-0.006779950388404698,0.02137809864791825,MFAP2,MFAP2
seq.22857.5,-0.013687939151425995,0.0058512113550414115,0.010037213394556994,0.004128809670728951,KCTD7,KCTD7
seq.12988.49,0.013686963808149119,-5.024497739115584e-4,-0.012152664556639015,-0.014821492408727101,EWS,EWSR1
seq.18933.4,-0.013682970256803848,4.753004518943072e-4,0.01859979600041674,0.007994998066839632,TGM4,TGM4
seq.5356.2,0.013674901127993999,-0.007903685820581749,-0.014831409637846,0.01696861739857021,MIF,MIF
seq.13028.2,-0.013673356974660315,-0.006409842270825103,-0.0018803193951080308,0.004799521053419418,Fc_MOUSE,
seq.10894.25,-0.013672216425511405,0.0026232467893235857,0.018011053312548504,0.015377725874057698,Secretagogin,SCGN
seq.9569.14,0.013669468114828833,0.009088872896773027,-0.008223715814997904,-0.0071961611988790525,SCAR3,SCARA3
seq.3206.4,-0.013668284997378136,-0.0015897444228201764,0.006312286458261741,0.0028006809813937972,LYVE1,LYVE1
seq.8986.2,0.013667275588284034,-0.009480049644777817,-0.012178342878262938,0.002687915081807162,SERA,PHGDH
