AptName,PC1,PC2,PC3,PC4,Target,EntrezGeneSymbol
seq.11266.8,-0.019625676976130497,-0.00281703619174175,0.0037511448111692287,-0.005010324232480552,SELPL,SELPLG
seq.19187.21,0.019625324943386716,-0.006181631399305636,-0.004193624854194189,0.010641831063341729,STABP,STAMBP
seq.12730.3,0.01961603384463283,0.002947757640059065,-0.0010117542779570347,0.007791280498565661,KNTC2,NDC80
seq.14618.26,-0.01961244143386661,8.493763392899764e-4,-0.005660541485641322,0.004570953550225702,ECOP,VOPP1
seq.8476.11,-0.01960690698255547,-0.002574189070908655,-5.61296615573968e-4,-0.008980981379906158,CgA,CHGA
seq.21696.80,-0.019606825332918878,-0.0010639548918729112,-0.008878168602974326,-0.0012005754000423772,LRFN4,LRFN4
seq.9544.24,0.019600807923867328,-6.081897644067662e-4,-0.002008997034851614,0.010587282658537386,CG069,C7orf69
seq.17734.13,0.01959908072738773,-0.006563047435010844,-8.562888816360788e-4,0.009736860537459134,a-endosulfine,ENSA
seq.24027.32,-0.019597582303885013,0.006235790888336137,0.0031701658703985605,0.0036684973634372128,IFNE1,IFNE
seq.9802.27,0.019593201517002366,-0.0025124223654643943,-0.011968466940791463,-0.001730019856800038,PLPL2,PNPLA2
seq.12018.84,0.019578197181003874,-0.0035652095559050175,-0.010181042051980798,0.009125023966785106,TPK1,TPK1
seq.21747.8,0.019576592619823575,-0.0035903313297348458,-0.005881405823682146,0.012892407192478488,UBE2N/UB2V1 Complex,UBE2N|UBE2V1
seq.10039.32,0.019572925417135352,-0.005242056259130266,-0.0030637151719209894,0.012153528696342463,PNP,PNP
seq.9772.153,-0.019572448886938498,-0.002317397229501045,-0.010374641850350504,-0.002503223330430662,NLGN2,NLGN2
seq.6207.10,-0.019571736833447526,-0.005238646132937048,-7.032183831617623e-4,-0.008432121432465448,prosaposin,PSAP
seq.9925.56,0.019570213075190107,0.005986972454032469,0.002756203493799144,-0.00299180197940189,SREC-II,SCARF2
seq.21397.21,-0.019558710631246746,-0.0045413597671681415,-0.010775295695895786,0.008825794494859481,PRTG,PRTG
seq.15435.4,0.019556224453861095,-0.004784973845939667,-0.003731658020166713,0.011664713599925977,PNP,PNP
seq.5095.21,0.019554114109064838,-6.839828128678878e-4,-0.005655743180542802,0.009668833305843002,KI2L4,KIR2DL4
seq.22514.12,-0.019548353519975296,-0.002482308642009083,-0.003584607030951959,0.0033596435941566608,NKD2,NKD2
seq.23632.22,-0.019540992032224928,0.004607007693970861,-0.00427358024788204,0.002751944318719208,SLNL1,SLFNL1
seq.12527.50,0.019538230784005652,0.006199097131123356,0.009380064524600135,-0.0050540364933767,THA,THRA
seq.18178.13,0.019534398301754456,-0.0036316580515543683,0.005295126523783777,0.008874122579415862,SYSC,SARS1
seq.3647.49,-0.019529894886055346,-0.004740925729211777,-0.011350317698717435,5.648852029738342e-4,TLR4:MD-2 complex,TLR4|LY96
seq.16309.30,-0.019522698273179186,-9.403092724686446e-4,0.005220158176582191,0.013314274890611018,Soggy-1,DKKL1
seq.3852.19,0.01952246117109936,-0.00964707095404235,-0.007220051720011418,0.0067491746632807785,HSP 40,DNAJB1
seq.13672.3,0.019516717333467513,0.001513254789339687,0.001037299113159958,0.0024582783114198677,HSP76,HSPA6
seq.4978.54,0.019516662444030473,0.001940249445279602,-0.007340687305657845,0.009461956633321665,DBNL,DBNL
seq.17196.5,0.01951637095351669,0.005717155834121802,0.004358146865555407,-0.007254290885559702,ClpP endopeptidase,CLPP
seq.17515.6,-0.019515852215067103,-0.006672410874666474,-0.0030316840646207187,-0.0015407119820759017,STCH,HSPA13
seq.7019.13,-0.019509876874125302,0.001546133729690639,-0.009219614885426004,7.857304675712981e-4,Semaphorin-7A,SEMA7A
seq.20386.15,0.019509772778710698,-0.004653648079229223,-0.006030932328740804,0.012974664326938851,PTRD1,PTRHD1
