AptName,Target,EntrezGeneSymbol,ColCheck,UniProt
seq.24476.18,ASC-1 complex subunit p100,ASCC2,PASS,Q9H1I8
seq.10647.18,ASCC1,ASCC1,PASS,Q8N9N2
seq.18172.71,ASF1A,ASF1A,PASS,Q9Y294
seq.20057.177,ASF1B,ASF1B,PASS,Q9NVP2
seq.5452.71,ASGR1,ASGR1,PASS,P07306
seq.9474.22,ASGR2,ASGR2,PASS,P07307
seq.12622.96,ASH1L,ASH1L,PASS,Q9NR48
seq.12832.10,ASH2L,ASH2L,PASS,Q9UBL3
seq.6951.26,ASIC4,ASIC4,PASS,Q96FT7
seq.5676.54,ASIP,ASIP,PASS,P42127
seq.10818.36,ASM,SMPD1,PASS,P17405
seq.14086.11,ASM3A,SMPDL3A,PASS,Q92484
seq.4771.10,ASM3A,SMPDL3A,PASS,Q92484
seq.10089.7,ASML,ASMTL,PASS,O95671
seq.13620.10,ASNA,GET3,PASS,O43681
seq.23694.3,ASNS,ASNS,PASS,P08243
seq.25085.37,ASPC1,ASPSCR1,PASS,Q9BZE9
seq.10435.2,ASPG,AGA,PASS,P20933
seq.6451.64,ASPN,ASPN,PASS,Q9BXN1
seq.7993.23,ASTL,ASTL,PASS,Q6HA08
seq.13659.36,AT131,ATP13A1,PASS,Q9HD20
seq.13392.13,AT1B1,ATP1B1,PASS,P05026
seq.7218.87,AT1B2,ATP1B2,PASS,P14415
seq.8990.42,AT1B3,ATP1B3,PASS,P54709
seq.9933.49,AT1B4,ATP1B4,PASS,Q9UN42
seq.13510.7,AT2A3,ATP2A3,PASS,Q93084
seq.22073.47,AT5F1,ATP5PB,PASS,P24539
seq.6625.31,ATAD1,ATAD1,PASS,Q8NBU5
seq.13043.157,ATAD2,ATAD2,PASS,Q6PL18
seq.25108.6,ATE1,ATE1,PASS,O95260
seq.20926.31,ATF1,ATF1,PASS,P18846
seq.22075.16,ATF3,ATF3,PASS,P18847
seq.22365.52,ATF5,ATF5,PASS,Q9Y2D1
seq.23771.17,ATF5,ATF5,PASS,Q9Y2D1
seq.11277.23,ATF6A,ATF6,PASS,P18850
seq.11387.3,ATF6B,ATF6B,PASS,Q99941
seq.18156.7,ATG3,ATG3,PASS,Q9NT62
seq.21436.56,ATG4A,ATG4A,PASS,Q8WYN0
seq.13629.25,ATG4B,ATG4B,PASS,Q9Y4P1
seq.25078.13,ATG4C,ATG4C,PASS,Q96DT6
seq.12627.97,ATG7,ATG7,PASS,O95352
seq.19755.38,ATIF1,ATP5IF1,PASS,Q9UII2
seq.16890.37,ATL1,ADAMTSL1,PASS,Q8N6G6
seq.6575.79,ATL1,ADAMTSL1,PASS,Q8N6G6
seq.6379.62,ATL2,ADAMTSL2,PASS,Q86TH1
seq.21544.4,ATLA3,ATL3,PASS,Q6DD88
seq.25209.15,ATNG,FXYD2,PASS,P54710
seq.22076.34,ATOH1,ATOH1,PASS,Q92858
seq.19233.75,ATOX1,ATOX1,PASS,O00244
seq.4965.27,ATP synthase beta chain,ATP5F1B,PASS,P06576
seq.22077.46,ATP23,ATP23,PASS,Q9Y6H3
seq.9994.217,ATP4B,ATP4B,PASS,P51164
seq.11539.4,ATPK,ATP5MF,PASS,P56134
seq.9202.309,ATPO,ATP5PO,PASS,P48047
seq.3174.2,ATS1,ADAMTS1,PASS,Q9UHI8
seq.3175.51,ATS13,ADAMTS13,PASS,Q76LX8
seq.4533.76,ATS15,ADAMTS15,PASS,Q8TE58
seq.10379.19,ATS1_MOUSE,Adamts1,PASS,P97857
seq.8845.2,ATS3,ADAMTS3,PASS,O15072
seq.6441.62,ATS6,ADAMTS6,PASS,Q9UKP5
seq.22078.4,ATTY,TAT,PASS,P17735
seq.25481.66,ATX10,ATXN10,PASS,Q9UBB4
seq.16825.20,ATX3,ATXN3,PASS,P54252
seq.6362.6,AUGN,ECRG4,PASS,Q9H1Z8
seq.20931.156,AUHM,AUH,PASS,Q13825
seq.3346.72,AURKB,AURKB,PASS,Q96GD4
seq.24678.10,AVEN,AVEN,PASS,Q9NQS1
seq.12925.105,AXIN2,AXIN2,PASS,Q9Y2T1
seq.8429.16,AXIN2,AXIN2,PASS,Q9Y2T1
seq.9312.8,AZGP1,AZGP1,PASS,P25311
seq.25282.6,AZIN1,AZIN1,PASS,O14977
seq.5748.20,Acid ceramidase,ASAH1,PASS,Q13510
seq.20054.28,Aconitase 1,ACO1,PASS,P21399
seq.3758.63,Activated Protein C,PROC,PASS,P04070
seq.3758.68,Activated Protein C,PROC,PASS,P04070
seq.19622.7,Activin A,INHBA,PASS,P08476
seq.2748.3,Activin A,INHBA,PASS,P08476
seq.4383.97,Activin AB,INHBA|INHBB,PASS,P08476|P09529
seq.8467.9,Activin AB,INHBA|INHBB,PASS,P08476|P09529
seq.18814.21,Activin AC,INHBA|INHBC,PASS,P08476|P55103
seq.16746.12,Activin B,INHBB,PASS,P09529
seq.21703.31,Activin RIA,ACVR1,PASS,Q04771
seq.2806.49,Activin RIB,ACVR1B,PASS,P36896
seq.19208.8,Activin RIIA,ACVR2A,PASS,P27037
seq.9412.52,Activin RIIB,ACVR2B,PASS,Q13705
seq.13613.23,Adenylate kinase isoenzyme 5,AK5,PASS,Q9Y6K8
seq.3554.24,Adiponectin,ADIPOQ,PASS,Q15848
seq.14115.34,Adrenomedullin,ADM,PASS,P35318
seq.7922.5,Adrenomedullin,ADM,PASS,P35318
seq.18196.8,Afamin,AFM,PASS,P43652
seq.4763.31,Afamin,AFM,PASS,P43652
seq.4188.1,Aflatoxin B1 aldehyde reductase,AKR7A2,PASS,O43488
seq.3280.49,Aggrecan,ACAN,PASS,P16112
seq.15483.377,Agrin,AGRN,PASS,O00468
seq.18380.78,Albumin,ALB,PASS,P02768
seq.15521.4,Alcadein alpha-1,CLSTN1,PASS,O94985
seq.6291.55,Alcadein-beta,CLSTN3,PASS,Q9BQT9
seq.11480.1,"Aldehyde dehydrogenase, class 3",ALDH3A1,PASS,P30838
seq.12618.50,Aldo-keto reductase 1C1,AKR1C1,PASS,Q04828
seq.16606.85,Aldose reductase,AKR1B1,PASS,P15121
seq.9854.36,Aldose reductase,AKR1B1,PASS,P15121
seq.17377.1,Aldose reductase-like C3,AKR1C3,PASS,P42330
seq.10463.23,"Alkaline phosphatase, intestine",ALPI,PASS,P09923
seq.17441.4,"Alkaline phosphatase, intestine",ALPI,PASS,P09923
seq.16926.44,"Alkaline phosphatase, liver",ALPL,PASS,P05186
seq.7813.6,"Alkaline phosphatase, placental",ALPP,PASS,P05187
seq.8471.53,Allophycocyanin_CYACA,apcB|apcA,PASS,Q9TLS8|Q9TLS7
seq.10087.10,Alpha crystallin A chain,CRYAA,PASS,P02489
seq.11105.171,Alpha enolase,ENO1,PASS,P06733
seq.19274.80,Alpha-1-syntrophin,SNTA1,PASS,Q13424
seq.22946.55,Alpha-1-syntrophin,SNTA1,PASS,Q13424
seq.16561.9,Alpha-1B-glycoprotein,A1BG,PASS,P04217
seq.21384.2,Alpha-L-fucosidase I,FUCA1,PASS,P04066
seq.10439.57,Alpha-amylase 2B,AMY2B,PASS,P19961
seq.15556.49,Alpha-amylase 2B,AMY2B,PASS,P19961
seq.6434.18,Amine oxidase,AOC2,PASS,O75106
seq.3343.1,Aminoacylase-1,ACY1,PASS,Q03154
seq.9394.19,Aminopeptidase,CPQ,PASS,Q9Y646
seq.15457.14,Aminopeptidase N,ANPEP,PASS,P15144
seq.7918.114,"Amylase, alpha 1A",AMY1A,PASS,P04745
seq.7210.25,Amyloid-like protein 1,APLP1,PASS,P51693
seq.4874.3,Angiogenin,ANG,PASS,P03950
seq.2811.27,Angiopoietin-1,ANGPT1,PASS,Q15389
seq.13660.76,Angiopoietin-2,ANGPT2,PASS,O15123
seq.2602.2,Angiopoietin-2,ANGPT2,PASS,O15123
seq.2500.2,Angiopoietin-4,ANGPT4,PASS,Q9Y264
seq.3710.49,Angiostatin,PLG,PASS,P00747
seq.3484.60,Angiotensinogen,AGT,PASS,P01019
seq.18290.6,Annexin A8,ANXA8,PASS,P13928
seq.17163.117,Annexin III,ANXA3,PASS,P12429
seq.14158.17,Annexin V,ANXA5,PASS,P08758
seq.3344.60,Antithrombin III,SERPINC1,PASS,P01008
seq.13583.19,Apaf-1,APAF1,PASS,O14727
seq.2750.3,Apo A-I,APOA1,PASS,P02647
seq.7127.3,Apo A-II,APOA2,PASS,P02652
seq.17685.9,Apo A-IV,APOA4,PASS,P06727
seq.11318.20,Apo A-V,APOA5,PASS,Q6Q788
seq.15363.32,Apo A-V,APOA5,PASS,Q6Q788
seq.2797.56,Apo B,APOB,PASS,P04114
seq.15364.101,Apo C-I,APOC1,PASS,P02654
seq.6350.43,Apo C-II,APOC2,PASS,P02655
seq.6461.54,Apo C-III,APOC3,PASS,P02656
seq.4712.28,Apo D,APOD,PASS,P05090
seq.8262.20,Apo D,APOD,PASS,P05090
seq.2418.55,Apo E,APOE,PASS,P02649
seq.5312.49,Apo E2,APOE,PASS,P02649
seq.2937.10,Apo E3,APOE,PASS,P02649
seq.2938.55,Apo E4,APOE,PASS,P02649
seq.12370.30,Apo F,APOF,PASS,Q13790
seq.11510.31,Apo L1,APOL1,PASS,O14791
seq.11510.51,Apo L1,APOL1,PASS,O14791
seq.9506.10,Apo L1,APOL1,PASS,O14791
seq.15560.52,Apo-TC II,TCN2,PASS,P20062
seq.23566.6,ApoL-II,APOL2,PASS,Q9BQE5
seq.10445.20,ApoM,APOM,PASS,O95445
seq.14125.5,ApoM,APOM,PASS,O95445
seq.13097.11,Apoptosis regulator Bcl-W,BCL2L2,PASS,Q92843
seq.7134.14,Apoptosis regulator Bcl-W,BCL2L2,PASS,Q92843
seq.17752.24,Arginase,ARG2,PASS,P78540
seq.2939.10,Artemin,ARTN,PASS,Q5T4W7
seq.3583.54,Arylsulfatase A,ARSA,PASS,P15289
seq.8790.6,Arylsulfatase A,ARSA,PASS,P15289
seq.18313.4,Asparaginase-like protein 1,ASRGL1,PASS,Q7L266
seq.22074.35,Ataxin-2-binding protein 1,RBFOX1,PASS,Q9NWB1
seq.15499.11,Attractin,ATRN,PASS,O75882
seq.3091.70,Aurora kinase A,AURKA,PASS,O14965
seq.12597.68,Autophagy protein 5,ATG5,PASS,Q9H1Y0
seq.14713.46,Azurocidin,AZU1,PASS,P20160
seq.2751.16,Azurocidin,AZU1,PASS,P20160
seq.24486.1,B-cell CLL 11A,BCL11A,PASS,Q9H165
seq.7249.307,B2L10,BCL2L10,PASS,Q9HD36
seq.7249.37,B2L10,BCL2L10,PASS,Q9HD36
seq.25238.6,B2L14,BCL2L14,PASS,Q9BZR8
seq.21770.18,B3GA1,B3GAT1,PASS,Q9P2W7
seq.6897.38,B3GA3,B3GAT3,PASS,O94766
seq.5727.35,B3GLT,B3GLCT,PASS,Q6Y288
seq.7980.72,B3GN2,B3GNT2,PASS,Q9NY97
seq.16585.16,B3GN4,B3GNT4,PASS,Q9C0J1
seq.7082.2,B3GN6,B3GNT6,PASS,Q6ZMB0
seq.9297.12,B3GN8,B3GNT8,PASS,Q7Z7M8
seq.9541.15,B3GT1,B3GALT1,PASS,Q9Y5Z6
seq.11638.42,B3GT2,B3GALT2,PASS,O43825
seq.20593.10,B3GT5,B3GALT5,PASS,Q9Y2C3
seq.7981.230,B3GT6,B3GALT6,PASS,Q96L58
seq.8976.13,B4GN1,B4GALNT1,PASS,Q00973
seq.13381.49,B4GT1,B4GALT1,PASS,P15291
seq.9595.11,B4GT2,B4GALT2,PASS,O60909
seq.6921.24,B4GT3,B4GALT3,PASS,O60512
seq.10425.3,B4GT5,B4GALT5,PASS,O43286
seq.10832.24,B4GT6,B4GALT6,PASS,Q9UBX8
seq.7806.33,B4GT7,B4GALT7,PASS,Q9UBV7
seq.13726.4,B7,CD80,PASS,P33681
seq.2603.61,B7,CD80,PASS,P33681
seq.5337.64,B7-2,CD86,PASS,P42081
seq.6232.54,B7-2,CD86,PASS,P42081
seq.5060.62,B7-H1,CD274,PASS,Q9NZQ7
seq.5061.27,B7-H2,ICOSLG,PASS,O75144
seq.9303.9,B7-H2,ICOSLG,PASS,O75144
seq.21356.6,B9D2,B9D2,PASS,Q9BPU9
seq.22080.22,BACD1,KCTD13,PASS,Q8WZ19
seq.23152.49,BACD2,TNFAIP1,PASS,Q13829
seq.23337.54,BACD3,KCTD10,PASS,Q9H3F6
seq.12451.62,BACH1,BACH1,PASS,O14867
seq.12756.3,BACH2,BACH2,PASS,Q9BYV9
seq.5870.23,BAD,BAD,PASS,Q92934
seq.3059.50,BAFF,TNFSF13B,PASS,Q9Y275
seq.5383.14,BAFF Receptor,TNFRSF13C,PASS,Q96RJ3
seq.17195.43,BAG-1,BAG1,PASS,Q99933
seq.19228.11,BAG-2,BAG2,PASS,O95816
seq.10078.5,BAG3,BAG3,PASS,O95817
seq.12844.10,BAG4,BAG4,PASS,O95429
seq.12743.18,BAG5,BAG5,PASS,Q9UL15
seq.6294.11,BAGE2,BAGE2,PASS,Q86Y30
seq.6442.6,BAGE3,BAGE3,PASS,Q86Y29
seq.21711.86,BAI1,ADGRB1,PASS,O14514
seq.15365.41,BAI3,ADGRB3,PASS,O60242
seq.19331.18,BAIP2,BAIAP2,PASS,Q9UQB8
seq.20514.8,BAMBI,BAMBI,PASS,Q13145
seq.6935.123,BAMBI,BAMBI,PASS,Q13145
seq.8811.24,BAMBI,BAMBI,PASS,Q13145
seq.21750.25,BAP1,BAP1,PASS,Q92560
seq.11570.94,BAP29,BCAP29,PASS,Q9UHQ4
seq.24485.32,BAP31,BCAP31,PASS,P51572
seq.13977.28,BARD1,BARD1,PASS,Q99728
seq.3347.9,BARK1,GRK2,PASS,P25098
seq.3585.54,BASI,BSG,PASS,P35613
seq.20111.5,BASP,BASP1,PASS,P80723
seq.9742.59,BAT1,DDX39B,PASS,Q13838
seq.21955.36,BAT3,BAG6,PASS,P46379
seq.19227.18,BATF,BATF,PASS,Q16520
seq.8858.21,BATF3,BATF3,PASS,Q9NR55
seq.2816.50,BCAM,BCAM,PASS,P50895
seq.21957.12,BCAP,PIK3AP1,PASS,Q6ZUJ8
seq.12634.79,BCAR3,BCAR3,PASS,O75815
seq.5262.57,BCAR3,BCAR3,PASS,O75815
seq.19365.11,BCAT2,BCAT2,PASS,O15382
seq.18304.19,BCCIP,BCCIP,PASS,Q9P287
seq.13111.79,BCL6,BCL6,PASS,P41182
seq.13640.5,BCL6,BCL6,PASS,P41182
seq.21331.19,BCL7A,BCL7A,PASS,Q4VC05
seq.2665.26,BCMA,TNFRSF17,PASS,Q02223
seq.17329.2,BDH2,BDH2,PASS,Q9BUT1
seq.14047.78,BDNF,BDNF,PASS,P23560
seq.2421.7,BDNF,BDNF,PASS,P23560
seq.8929.7,BDP1,BDP1,PASS,A6H8Y1
seq.10010.10,BECN1,BECN1,PASS,Q14457
seq.13032.1,BECN1,BECN1,PASS,Q14457
seq.25472.12,BEGIN,BEGAIN,PASS,Q9BUH8
seq.20993.13,BEND6,BEND6,PASS,Q5SZJ8
seq.10959.125,BET1L,BET1L,PASS,Q9NYM9
seq.22082.25,BEX2,BEX2,PASS,Q9BXY8
seq.23576.46,BEX4,BEX4,PASS,Q9NWD9
seq.22083.60,BEX5,BEX5,PASS,Q5H9J7
seq.3413.50,BFL1,BCL2A1,PASS,Q16548
seq.10554.23,BGAL,GLB1,PASS,P16278
seq.9253.52,BGAT,ABO,PASS,P16442
seq.3283.21,BGH3,TGFBI,PASS,Q15582
seq.15562.24,BGLR,GUSB,PASS,P08236
seq.13690.26,BGN,BGN,PASS,P21810
seq.3284.75,BGN,BGN,PASS,P21810
seq.14226.120,BHMT2,BHMT2,PASS,Q9H2M3
seq.25118.45,BICD1,BICD1,PASS,Q96G01
seq.11158.40,BICR1,BICDL1,PASS,Q6ZP65
seq.5798.3,BID,BID,PASS,P55957
seq.11382.5,BIEA,BLVRA,PASS,P53004
seq.23153.14,BIK,BIK,PASS,Q13323
seq.17451.13,BIM,BCL2L11,PASS,O43521
seq.9574.11,BIN1,BIN1,PASS,O00499
seq.21540.73,BIN2,BIN2,PASS,Q9UBW5
seq.24645.2,BIN3,BIN3,PASS,Q9NQY0
seq.7778.104,BINCA,CARD19,PASS,Q96LW7
seq.23246.67,BL1S1,BLOC1S1,PASS,P78537
seq.21184.1,BL1S2,BLOC1S2,PASS,Q6QNY1
seq.24487.95,BL1S3,BLOC1S3,PASS,Q6QNY0
seq.21487.20,BL1S6,BLOC1S6,PASS,Q9UL45
seq.13701.2,BLC,CXCL13,PASS,O43927
seq.3487.32,BLC,CXCL13,PASS,O43927
seq.11338.49,BLK,BLK,PASS,P51451
seq.14250.115,BLMH,BLMH,PASS,Q13867
seq.19225.11,BLNK,BLNK,PASS,Q8WV28
seq.17148.7,BLVRB,BLVRB,PASS,P30043
seq.21528.12,BMF,BMF,PASS,Q96LC9
seq.22085.86,BMI-1,BMI1,PASS,P35226
seq.10550.37,BMP RIB,BMPR1B,PASS,O00238
seq.4862.63,BMP RII,BMPR2,PASS,Q13873
seq.3348.49,BMP-1,BMP1,PASS,P13497
seq.2752.62,BMP-14,GDF5,PASS,P43026
seq.15666.21,BMP-2,BMP2,PASS,P12643
seq.16748.1,BMP-3,BMP3,PASS,P12645
seq.22948.13,BMP-3,BMP3,PASS,P12645
seq.16749.79,BMP-3b,GDF10,PASS,P55107
seq.6517.14,BMP-3b,GDF10,PASS,P55107
seq.15667.39,BMP-4,BMP4,PASS,P12644
seq.6326.20,BMP-4,BMP4,PASS,P12644
seq.21883.17,BMP-5,BMP5,PASS,P22003
seq.3736.60,BMP-6,BMP6,PASS,P22004
seq.8459.10,BMP-6,BMP6,PASS,P22004
seq.2972.57,BMP-7,BMP7,PASS,P18075
seq.15668.19,BMP-8,BMP8B,PASS,P34820
seq.3587.53,BMP10,BMP10,PASS,O95393
seq.11129.66,BMP15,BMP15,PASS,O95972
seq.15368.3,BMPER,BMPER,PASS,Q8N8U9
seq.3654.27,BMPER,BMPER,PASS,Q8N8U9
seq.4859.6,BMPR1A,BMPR1A,PASS,P36894
seq.24316.10,BMT2,BMT2,PASS,Q1RMZ1
seq.3414.40,BMX,BMX,PASS,P51813
seq.21115.48,BN3D2,BCDIN3D,PASS,Q7Z5W3
seq.7835.2,BNI3L,BNIP3L,PASS,O60238
seq.7045.4,BNIP3,BNIP3,PASS,Q12983
seq.16751.15,BNP,NPPB,PASS,P16860
seq.3723.1,BNP-32,NPPB,PASS,P16860
seq.4328.2,BOC,BOC,PASS,Q9BWV1
seq.15370.5,BOLA1,BOLA1,PASS,Q9Y3E2
seq.5980.55,BOLA3,BOLA3,PASS,Q53S33
seq.23327.1,BORC5,BORCS5,PASS,Q969J3
seq.23403.64,BORG4,CDC42EP4,PASS,Q9H3Q1
seq.17813.21,BPHL,BPHL,PASS,Q86WA6
seq.4126.22,BPI,BPI,PASS,P17213
seq.17814.8,BPNT1,BPNT1,PASS,O95861
seq.21232.39,BPSA,KLK3,PASS,P07288
seq.12482.5,BPTF,BPTF,PASS,Q12830
seq.9790.28,BR serine/threonine kinase 2,BRSK2,PASS,Q8IWQ3
seq.15669.7,BRAF1,BRAF,PASS,P15056
seq.5730.60,BRAK,CXCL14,PASS,O95715
seq.10876.300,BRAT1,BRAT1,PASS,Q6PJG6
seq.11607.15,BRD1,BRD1,PASS,O95696
seq.10074.128,BRD2,BRD2,PASS,P25440
seq.15372.43,BRD2,BRD2,PASS,P25440
seq.10043.31,BRD4,BRD4,PASS,O60885
seq.12748.6,BRDT,BRDT,PASS,Q58F21
seq.19596.18,BRF-1,BRF1,PASS,Q92994
seq.5384.67,BRF-1,BRF1,PASS,Q92994
seq.21001.393,BRK1,BRK1,PASS,Q8WUW1
seq.22086.2,BRM1L,BRMS1L,PASS,Q5PSV4
seq.24323.43,BROX,BROX,PASS,Q5VW32
seq.11671.19,BRPF1,BRPF1,PASS,P55201
seq.14023.84,BSP,IBSP,PASS,P21815
seq.3415.61,BSP,IBSP,PASS,P21815
seq.4534.10,BSSP4,PRSS22,PASS,Q9GZN4
seq.8832.55,BST-2,BST2,PASS,Q10589
seq.4535.50,BST1,BST1,PASS,Q10588
seq.8869.5,BT2A1,BTN2A1,PASS,Q7KYR7
seq.22586.24,BT2A2,BTN2A2,PASS,Q8WVV5
seq.7081.2,BT3A1,BTN3A1,PASS,O00481
seq.21433.3,BT3A2,BTN3A2,PASS,P78410
seq.17692.2,BT3A3,BTN3A3,PASS,O00478
seq.22950.6,BT3A3,BTN3A3,PASS,O00478
seq.13088.397,BTC,BTC,PASS,P35070
seq.9242.11,BTC,BTC,PASS,P35070
seq.17165.1,BTG,PPBP,PASS,P02775
seq.22088.3,BTG1,BTG1,PASS,P62324
seq.11325.8,BTG2,BTG2,PASS,P78543
seq.22089.13,BTG4,BTG4,PASS,Q9NY30
seq.19202.10,BTK,BTK,PASS,Q06187
seq.3416.2,BTK,BTK,PASS,Q06187
seq.16308.14,BTLA,BTLA,PASS,Q7Z6A9
seq.10848.137,BTNL3,BTNL3,PASS,Q6UXE8
seq.9026.40,BTNL8,BTNL8,PASS,Q6UX41
seq.7950.142,BTNL9,BTNL9,PASS,Q6UXG8
seq.12033.3,BUB1,BUB1,PASS,O43683
seq.20401.19,BUD31,BUD31,PASS,P41223
seq.22091.14,BUP1,UPB1,PASS,Q9UBR1
seq.23659.2,BZW2,BZW2,PASS,Q9Y6E2
seq.8768.4,Bcl-10,BCL10,PASS,O95999
seq.3412.7,Bcl-2,BCL2,PASS,P10415
seq.16587.1,Beta-casein,CSN2,PASS,P05814
seq.23176.17,Beta-dystroglycan,DAG1,PASS,Q14118
seq.17137.160,Beta-globin,HBB,PASS,P68871
seq.16588.10,BiP,HSPA5,PASS,P11021
seq.15644.1,Biotinidase,BTD,PASS,P43251
seq.9269.7,Biotinidase,BTD,PASS,P43251
seq.8404.102,BolA-like protein 2,BOLA2,PASS,Q9H3K6
seq.2666.53,Bone proteoglycan II,DCN,PASS,P07585
seq.21674.132,Butyrophilin 1A1,BTN1A1,PASS,Q13410
seq.13710.6,C1-Esterase Inhibitor,SERPING1,PASS,P05155
seq.4479.14,C1-Esterase Inhibitor,SERPING1,PASS,P05155
seq.6915.2,C16L2,CD164L2,PASS,Q6UWJ8
seq.23686.44,C19L1,CWF19L1,PASS,Q69YN2
seq.7821.6,C1D,C1D,PASS,Q13901
seq.5735.54,C1GLC,C1GALT1C1,PASS,Q96EU7
seq.21734.36,C1GLT/C1GLC Complex,C1GALT1|C1GALT1C1,PASS,Q9NS00|Q96EU7
seq.4967.1,C1QBP,C1QBP,PASS,Q07021
seq.14100.63,C1QC,C1QC,PASS,P02747
seq.15670.15,C1QL2,C1QL2,PASS,Q7Z5L3
seq.6423.66,C1QL2,C1QL2,PASS,Q7Z5L3
seq.21707.15,C1QL3,C1QL3,PASS,Q5VWW1
seq.7132.55,C1QL4,C1QL4,PASS,Q86Z23
seq.11200.52,C1QR1,CD93,PASS,Q9NPY3
seq.14136.234,C1QR1,CD93,PASS,Q9NPY3
seq.6404.20,C1QRF,C1QL1,PASS,O75973
seq.6304.8,C1QT1,C1QTNF1,PASS,Q9BXJ1
seq.7251.64,C1QT3,C1QTNF3,PASS,Q9BXJ4
seq.21567.214,C1QT4,C1QTNF4,PASS,Q9BXJ3
seq.23200.25,C1QT4,C1QTNF4,PASS,Q9BXJ3
seq.25964.12,C1QT4,C1QTNF4,PASS,Q9BXJ3
seq.7810.20,C1QTNF5,C1QTNF5,PASS,Q9BXJ0
seq.9348.1,C1RL1,C1RL,PASS,Q9NZP8
seq.16605.2,C1T9A,C1QTNF9,PASS,P0C862
seq.6019.12,C1T9A,C1QTNF9,PASS,P0C862
seq.12575.30,C1TC,MTHFD1,PASS,P11586
seq.2753.2,C1q,C1QA|C1QB|C1QC,PASS,P02745|P02746|P02747
seq.3285.23,C1r,C1R,PASS,P00736
seq.20203.45,C1s,C1S,PASS,P09871
seq.8840.61,C1s,C1S,PASS,P09871
seq.3186.2,C2,C2,PASS,P06681
seq.19126.4,C20orf77,RPRD1B,PASS,Q9NQG5
seq.2754.50,C3,C3,PASS,P01024
seq.4792.51,C34 gp41 HIV Fragment,env,PASS,Q70626
seq.4900.8,C3a,C3,PASS,P01024
seq.2755.8,C3adesArg,C3,PASS,P01024
seq.4480.59,C3b,C3,PASS,P01024
seq.5803.24,C3d,C3,PASS,P01024
seq.4481.34,C4,C4A|C4B,PASS,P0C0L4|P0C0L5
seq.13535.2,C43BP,CERT1,PASS,Q9Y5P4
seq.13950.9,C43BP,CERT1,PASS,Q9Y5P4
seq.18821.9,C4a,C4A|C4B,PASS,P0C0L4|P0C0L5
seq.2182.54,C4b,C4A|C4B,PASS,P0C0L4|P0C0L5
seq.9449.150,C4b-binding protein alpha chain,C4BPA,PASS,P04003
seq.7155.46,C4b-binding protein beta chain,C4BPB,PASS,P20851
seq.2381.52,C5,C5,PASS,P01031
seq.13377.3,C56D1,CYB561D1,PASS,Q8N8Q1
seq.2851.63,C5a,C5,PASS,P01031
seq.4482.66,"C5b, 6 Complex",C5|C6,PASS,P01031|P13671
seq.4127.75,C6,C6,PASS,P13671
seq.13731.14,C7,C7,PASS,P10643
seq.2888.49,C7,C7,PASS,P10643
seq.13722.105,C9,C9,PASS,P02748
seq.3060.43,C9,C9,PASS,P02748
seq.10539.30,C99L2,CD99L2,PASS,Q8TCZ2
seq.6937.251,CA043,C1orf43,PASS,Q9BWL3
seq.23261.27,CA050,C1orf50,PASS,Q9BV19
seq.5744.12,CA056,MENT,PASS,Q9BUN1
seq.9050.170,CA063,RSRP1,PASS,Q9BUV0
seq.17347.80,CA080,AIDA,PASS,Q96BJ3
seq.15374.15,CA11 protein,GKN1,PASS,Q9NS71
seq.8366.19,CA115,C1orf115,PASS,Q9H7X2
seq.15565.102,CA125,MUC16,PASS,Q8WXI7
seq.14614.41,CA130,NCMAP,PASS,Q5T1S8
seq.10667.78,CA185,C1orf185,PASS,Q5T7R7
seq.8102.239,CA186,RHEX,PASS,Q6ZWK4
seq.8035.6,CA198,C1orf198,PASS,Q9H425
seq.8088.56,CA210,C1orf210,PASS,Q8IVY1
seq.7989.5,CA226,C1orf226,PASS,A1L170
seq.8885.6,CA2D3,CACNA2D3,PASS,Q8IZS8
seq.17757.86,CAB39,CAB39,PASS,Q9Y376
seq.7105.7,CABL2,CABLES2,PASS,Q9BTV7
seq.24690.1,CABP2,CABP2,PASS,Q9NPB3
seq.22445.2,CABP5,CABP5,PASS,Q9NP86
seq.7104.71,CABP7,CABP7,PASS,Q86V35
seq.10933.107,CABP8,CALN1,PASS,Q9BXU9
seq.24237.115,CACB3,CACNB3,PASS,P54284
seq.11130.158,CACB4,CACNB4,PASS,O00305
seq.12534.10,CACO2,CALCOCO2,PASS,Q13137
seq.12637.7,CACP,CRAT,PASS,P43155
seq.21693.14,CAD13,CDH13,PASS,P55290
seq.11215.6,CAD15,CDH15,PASS,P55291
seq.5410.53,CAD15,CDH15,PASS,P55291
seq.16613.3,CAD17,CDH17,PASS,Q12864
seq.21679.16,CAD20,CDH20,PASS,Q9HBT6
seq.25272.17,CAD23,CDH23,PASS,Q9H251
seq.20589.5,CADH4,CDH4,PASS,P55283
seq.7959.34,CADH7,CDH7,PASS,Q9ULB5
seq.8859.51,CAH11,CA11,PASS,O75493
seq.16803.4,CALB2,CALB2,PASS,P22676
seq.17170.15,CALCB,CALCB,PASS,P10092
seq.20542.47,CALCR,CALCR,PASS,P30988
seq.8924.55,CALY,CALY,PASS,Q9NYX4
seq.3592.4,CAMK1,CAMK1,PASS,Q14012
seq.3418.12,CAMK1D,CAMK1D,PASS,Q8IU85
seq.3350.53,CAMK2A,CAMK2A,PASS,Q9UQM7
seq.3351.1,CAMK2B,CAMK2B,PASS,Q13554
