AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,EntrezGeneSymbol,contrast
seq.3902.21,-1.1124066439207043,0.18150182217021302,-3.4129042653312296,0.004405491525341515,0.27155296171103477,-4.009111080226729,SKP1,SKP1,Spine_vs_Laparoscopic
seq.25482.5,-0.6496382587448795,-0.0277953501729639,-3.3970071395863934,0.004544607896958642,0.27155296171103477,-4.0127710825759175,NFIA,NFIA,Spine_vs_Laparoscopic
seq.2869.68,-0.756953978435174,0.10298176200527072,-3.3928384822688997,0.0045818137090551355,0.27155296171103477,-4.013732925109015,PKC-D,PRKCD,Spine_vs_Laparoscopic
seq.3799.11,-1.432417444263139,0.1487240854345869,-3.379725519565609,0.004700857427945514,0.27155296171103477,-4.016764151740164,Carbonic anhydrase III,CA3,Spine_vs_Laparoscopic
seq.5864.10,-1.7747475644737079,0.5253963098766113,-3.367667988026098,0.004813061576034956,0.27155296171103477,-4.019558943823522,aldolase A,ALDOA,Spine_vs_Laparoscopic
seq.20116.30,-2.3984044588231495,0.2765608563985147,-3.3417219580520876,0.005063717002101509,0.27155296171103477,-4.02559730406667,OXSR1,OXSR1,Spine_vs_Laparoscopic
seq.3522.57,-0.592389376429721,-0.024340749437308535,-3.3410940158545595,0.005069943100186681,0.27155296171103477,-4.025743854577653,Vasoactive Intestinal Peptide,VIP,Spine_vs_Laparoscopic
seq.13967.14,-1.3838189222876585,0.35420716054908014,-3.3384995985265116,0.005095748520321983,0.27155296171103477,-4.026349550576784,Thioredoxin reductase 1,TXNRD1,Spine_vs_Laparoscopic
seq.18174.79,-2.1111661689475736,0.42774759509313043,-3.3316795100896393,0.005164215137164892,0.27155296171103477,-4.0279433519174965,PDC6I,PDCD6IP,Spine_vs_Laparoscopic
seq.21207.1,-1.061528883474401,0.2668954457920651,-3.3153385426736826,0.005332040261640713,0.27155296171103477,-4.031771364414692,COASY,COASY,Spine_vs_Laparoscopic
seq.10047.12,-1.0467539312259924,0.2140647398629798,-3.3095751058550817,0.005392527836728462,0.27155296171103477,-4.033124604802769,NCF-2,NCF2,Spine_vs_Laparoscopic
