pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,covariate,direction,n_sig_hits,label
KEGG_PROTEASOME,KEGG,3,28,731,7481,1.1084759807247715,0.524655586626818,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,15,153,731,7481,1.0037644696344505,0.5352554861433672,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG,3,30,731,7481,1.0260998073114078,0.572680675870987,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,3,30,731,7481,1.0260998073114078,0.572680675870987,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,4,41,731,7481,0.9982529532269205,0.5784059428500159,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,8,88,731,7481,0.922548579963807,0.6387966767757409,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,7,78,731,7481,0.909523957963631,0.6505843340158799,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,KEGG,3,34,731,7481,0.8931707191791605,0.6591536996878424,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_COAGULATION,Hallmark,13,144,731,7481,0.9148314758207918,0.6609026118333986,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_ENDOMETRIAL_CANCER,KEGG,4,47,731,7481,0.8581943054079175,0.6872859746909699,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,13,150,731,7481,0.8739687437299185,0.7175522103494667,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,9,106,731,7481,0.8549679300692722,0.7204241133006082,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,29,324,731,7481,0.9039267738321785,0.7221445525720228,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_MELANOMA,KEGG,6,74,731,7481,0.8132186143217505,0.7427758541451811,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_G2M_CHECKPOINT,Hallmark,7,86,731,7481,0.8164313485955688,0.7484334065050092,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_UV_RESPONSE_DN,Hallmark,7,87,731,7481,0.8061033384630973,0.7591698952272199,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,11,133,731,7481,0.8300013015959306,0.7635227656913355,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,3,40,731,7481,0.7477085557317814,0.7638858494256309,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,4,53,731,7481,0.7524820985696028,0.77469406930351,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ANGIOGENESIS,Hallmark,3,41,731,7481,0.7279217332482373,0.7785289999447583,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,9,112,731,7481,0.8044905022440044,0.778605945548059,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG,3,43,731,7481,0.6913160869217707,0.8055718972764419,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_FOCAL_ADHESION,KEGG,13,163,731,7481,0.7967017001910244,0.818431988832533,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_LYSOSOME,KEGG,5,71,731,7481,0.6975063658020667,0.8364783155679358,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_PARKINSONS_DISEASE,KEGG,3,46,731,7481,0.642793337782107,0.8408858102256722,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ANDROGEN_RESPONSE,Hallmark,4,59,731,7481,0.6697843098488041,0.8416390942925307,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_MITOTIC_SPINDLE,Hallmark,5,72,731,7481,0.686991697696518,0.8452995174673726,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,4,60,731,7481,0.6577244385262333,0.8509975867792625,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_ADHERENS_JUNCTION,KEGG,4,60,731,7481,0.6577244385262333,0.8509975867792625,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_KRAS_SIGNALING_DN,Hallmark,8,111,731,7481,0.7141021062391563,0.8617822475220753,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,7,99,731,7481,0.6997379259011502,0.86289788312069,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_WNT_SIGNALING_PATHWAY,KEGG,6,92,731,7481,0.6413152791354952,0.8972988772302577,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_P53_PATHWAY,Hallmark,8,118,731,7481,0.6679550466658972,0.9016671141443326,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,4,69,731,7481,0.5659007001097983,0.9159480173126766,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,3,56,731,7481,0.5207434193093423,0.9214486215815323,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,3,56,731,7481,0.5207434193093423,0.9214486215815323,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,10,148,731,7481,0.6645672055176319,0.9236145717875146,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_APICAL_JUNCTION,Hallmark,10,151,731,7481,0.6501337560633739,0.9339150907779175,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_PROTEIN_SECRETION,Hallmark,3,59,731,7481,0.4926277611589151,0.937049439397647,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_PYRIMIDINE_METABOLISM,KEGG,3,59,731,7481,0.4926277611589151,0.937049439397647,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,3,62,731,7481,0.46737066055537085,0.9497442819126451,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_PANCREATIC_CANCER,KEGG,3,62,731,7481,0.46737066055537085,0.9497442819126451,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,10,158,731,7481,0.6187310617233135,0.9533962216808801,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ADIPOGENESIS,Hallmark,7,122,731,7481,0.5578658938469411,0.9609113429666869,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,8,137,731,7481,0.5679527400681597,0.964431424580536,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,4,82,731,7481,0.4706730929397769,0.9655574429377967,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,4,87,731,7481,0.4419897520569316,0.9759717978417619,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,4,88,731,7481,0.4366628204503522,0.9776635262197442,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_UV_RESPONSE_UP,Hallmark,5,107,731,7481,0.4489087220423171,0.9832213650034267,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,5,107,731,7481,0.4489087220423171,0.9832213650034267,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG,3,77,731,7481,0.3718034545515604,0.984470364162054,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,7,142,731,7481,0.47379275292085304,0.9886671416712041,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_COMPLEMENT,Hallmark,11,198,731,7481,0.5362285046567958,0.9890283015921456,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,10,192,731,7481,0.5005618664335921,0.9929802863170056,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,3,91,731,7481,0.3120002058237744,0.9950990412963889,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_APOPTOSIS,Hallmark,5,126,731,7481,0.37734161186134346,0.9957561612171655,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_KRAS_SIGNALING_UP,Hallmark,6,145,731,7481,0.3936435976862101,0.9966724225255272,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,5,133,731,7481,0.3563302652184266,0.9974976847051296,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_E2F_TARGETS,Hallmark,3,99,731,7481,0.2856579620795008,0.9975129500397883,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_HYPOXIA,Hallmark,5,137,731,7481,0.3453242704705379,0.9981581938281388,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,5,137,731,7481,0.3453242704705379,0.9981581938281388,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_MYC_TARGETS_V1,Hallmark,4,125,731,7481,0.3014616827580051,0.9987526010003079,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_PATHWAYS_IN_CANCER,KEGG,12,259,731,7481,0.43944416953834,0.9993595632168484,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_MTORC1_SIGNALING,Hallmark,3,123,731,7481,0.2277042885812623,0.9996954571538823,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,6,191,731,7481,0.29371146437018153,0.9999003784867018,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_GLYCOLYSIS,Hallmark,3,145,731,7481,0.19178882034124542,0.9999584289607379,0.9999584289607379,Venous,hyperglycemia,up,365,Venous · Hyperglycemia / Normoglycemia · higher in pos
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,4,133,26,7481,10.315391905046818,0.001053612159148053,0.003160836477444159,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,3,137,26,7481,7.119932635006116,0.011479993233795407,0.01721998985069311,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,4,324,26,7481,4.052648010561233,0.024296629269917873,0.024296629269917873,Venous,hyperglycemia,down,20,Venous · Hyperglycemia / Normoglycemia · higher in neg
KEGG_APOPTOSIS,KEGG,7,67,342,7481,2.4648540019993046,0.03247691358379551,0.5921120812202412,Venous,male,up,64,Venous · Male / Female · higher in pos
HALLMARK_ANDROGEN_RESPONSE,Hallmark,6,59,342,7481,2.3870488454616883,0.05148800706262967,0.5921120812202412,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_PROSTATE_CANCER,KEGG,6,76,342,7481,1.8031043001937133,0.13324900024839806,0.8664447317547361,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,KEGG,3,32,342,7481,2.169310946663398,0.17837800008828644,0.8664447317547361,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_BASAL_CELL_CARCINOMA,KEGG,3,33,342,7481,2.0967556689046756,0.19002974716005389,0.8664447317547361,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG,3,36,342,7481,1.9054264023563912,0.22602906045775725,0.8664447317547361,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG,3,43,342,7481,1.5704381872295516,0.31372809059911644,0.9920777525973111,Venous,male,up,64,Venous · Male / Female · higher in pos
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,3,46,342,7481,1.4602744864149837,0.35181802679131724,0.9920777525973111,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,4,69,342,7481,1.2878874980876858,0.3882043379728609,0.9920777525973111,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,3,56,342,7481,1.1831390883795225,0.4753215999758533,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_MELANOGENESIS,KEGG,3,58,342,7481,1.1398009519880108,0.49880478081767693,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_WNT_SIGNALING_PATHWAY,KEGG,4,92,342,7481,0.9482310527387062,0.6122624003440733,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_LYSOSOME,KEGG,3,71,342,7481,0.9202329326130411,0.636759050526206,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
HALLMARK_APOPTOSIS,Hallmark,5,126,342,7481,0.8605475192844976,0.6896651893238275,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,3,91,342,7481,0.7090918049152906,0.7929842742712836,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,3,106,342,7481,0.6045415115655041,0.8696609999007634,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
HALLMARK_COMPLEMENT,Hallmark,6,198,342,7481,0.6461281194633541,0.8961064935013959,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,3,133,342,7481,0.4771617624119074,0.946935046876161,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,3,137,342,7481,0.46265491269074116,0.9538231593424666,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_PATHWAYS_IN_CANCER,KEGG,7,259,342,7481,0.5710704044035179,0.9562925180898874,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,3,150,342,7481,0.42095973629663885,0.9708712671061972,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_FOCAL_ADHESION,KEGG,3,163,342,7481,0.3860396600619544,0.9818489748302168,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,4,324,342,7481,0.2522089229346018,0.9998430257271089,0.9998430257271089,Venous,male,up,64,Venous · Male / Female · higher in pos
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,4,47,324,7481,2.0677922326996736,0.14476955153795307,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,3,43,324,7481,1.662697560049887,0.28509615276212713,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,3,53,324,7481,1.3283520825745745,0.4047034536080986,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,5,133,324,7481,0.8607355894971893,0.6894654400020472,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
HALLMARK_ADIPOGENESIS,Hallmark,4,122,324,7481,0.7456763547393704,0.7811765999793293,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,5,150,324,7481,0.75799027849225,0.7849061749127875,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
HALLMARK_KRAS_SIGNALING_UP,Hallmark,3,145,324,7481,0.4617297614245139,0.9543051193456544,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,3,324,324,7481,0.19905044855457946,0.9999432456887063,0.9999432456887063,Venous,male,down,51,Venous · Male / Female · higher in neg
KEGG_SPLICEOSOME,KEGG,18,65,738,7481,3.560731596481101,3.649018166352345e-5,0.004415311981286338,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,7,20,738,7481,4.9555453753735,0.0021699042073033987,0.13127920454185563,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PRION_DISEASES,KEGG,10,39,738,7481,3.1795946302215765,0.003679344595047894,0.14840023200026506,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_MYC_TARGETS_V1,Hallmark,21,125,738,7481,1.8694018184501635,0.010229991303498255,0.3094572369308222,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,4,11,738,7481,5.241981854708752,0.017612690609705686,0.41875101735641235,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,28,191,738,7481,1.591853266275304,0.02076451325734276,0.41875101735641235,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,7,31,738,7481,2.6803476985118704,0.028340003968144116,0.48987721144934826,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,10,54,738,7481,2.0910770668536163,0.036174903475833096,0.4949299424926793,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_ENDOCYTOSIS,KEGG,19,125,738,7481,1.6544482959019302,0.03681297092920755,0.4949299424926793,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PROTEASOME,KEGG,6,28,738,7481,2.5036613063653412,0.0517172546826874,0.6168244878739444,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_HEME_METABOLISM,Hallmark,15,98,738,7481,1.6646047919137918,0.05607495344308585,0.6168244878739444,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,11,67,738,7481,1.8065827051115002,0.06196207227308597,0.6247842287536169,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,6,30,738,7481,2.294385439480097,0.06901959583685092,0.6424131612506895,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,12,78,738,7481,1.6720287649030245,0.07912763552298939,0.6838888498772654,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,8,47,738,7481,1.8835066741984121,0.08663508245050743,0.6988563317674266,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_MTORC1_SIGNALING,Hallmark,17,123,738,7481,1.4762191984747741,0.09552470193723005,0.7224055584003022,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_FOLATE_BIOSYNTHESIS,KEGG,3,12,738,7481,3.0530917742281596,0.10728683453028731,0.7636298222449861,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_GLUTATHIONE_METABOLISM,KEGG,7,42,738,7481,1.8350824571132462,0.11455428160954641,0.7700593374863953,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM,KEGG,4,20,738,7481,2.2908595003010825,0.127878976505457,0.8143871661663313,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG,7,44,738,7481,1.7354081081960184,0.13775233523835415,0.8334016281920426,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,KEGG,3,14,738,7481,2.497524123376906,0.1535951156377394,0.8850004281984032,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,13,99,738,7481,1.3879121069790359,0.1747047631581309,0.96087619736972,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,6,40,738,7481,1.6172695615008836,0.19720996097452656,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_ANGIOGENESIS,Hallmark,6,41,738,7481,1.5708331251447694,0.2132253329854504,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_PURINE_METABOLISM,KEGG,11,86,738,7481,1.3451533893767915,0.22484258014798258,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,4,25,738,7481,1.7442223618494108,0.22873542776117828,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,11,87,738,7481,1.327258453047123,0.2362538119501971,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,9,69,738,7481,1.3750308226074983,0.23717064509042773,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_DNA_REPAIR,Hallmark,9,70,738,7481,1.3522915228738424,0.25031698462511826,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
HALLMARK_SPERMATOGENESIS,Hallmark,8,61,738,7481,1.3832289402753244,0.2504650278371546,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_ASTHMA,KEGG,3,18,738,7481,1.830550431864954,0.2593064259551384,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_TIGHT_JUNCTION,KEGG,8,62,738,7481,1.357415859949597,0.2648502045533674,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,16,137,738,7481,1.2127582109640833,0.2746214432561629,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,10,82,738,7481,1.272656852905705,0.2875837035753935,0.9984235577608365,AV_Delta,obese,up,404,AV_Delta · Obese / Non-obese · higher in pos
