pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,covariate,direction,n_sig_hits,label
KEGG_SPLICEOSOME,KEGG,28,65,1141,7481,4.284549164491373,6.404328727881398e-8,1.0503099113725493e-5,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,Hallmark,13,31,1141,7481,4.0467586262992965,3.160567217351238e-4,0.02591665118228015,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PRION_DISEASES,KEGG,14,39,1141,7481,3.137214989695697,0.0012094306736906491,0.06611554349508882,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_MYC_TARGETS_V1,Hallmark,32,125,1141,7481,1.9381247433262585,0.0016894239060624644,0.06619524303491377,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,17,54,1141,7481,2.5760307618408795,0.002018147653503469,0.06619524303491377,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION,KEGG,13,39,1141,7481,2.7983569096020404,0.003811351299697489,0.1041769355250647,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_HEME_METABOLISM,Hallmark,25,98,1141,7481,1.9230533954602047,0.005427915414876969,0.127168304005689,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ASTHMA,KEGG,7,18,1141,7481,3.55077281282477,0.012822133572498584,0.262853738236221,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS,KEGG,5,11,1141,7481,4.645188148465674,0.01695087513504778,0.30888261357198177,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PROTEASOME,KEGG,9,28,1141,7481,2.644487367900131,0.019410466225155916,0.318331646092557,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PENTOSE_PHOSPHATE_PATHWAY,KEGG,7,20,1141,7481,3.003658242179704,0.02371266382219512,0.35353426062181814,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PYRUVATE_METABOLISM,KEGG,10,36,1141,7481,2.146916109345893,0.03849261295726058,0.5260657104158946,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_G2M_CHECKPOINT,Hallmark,19,86,1141,7481,1.585363735712467,0.057170141897936747,0.7212233285585866,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_MTORC1_SIGNALING,Hallmark,25,123,1141,7481,1.4267551767509608,0.07700684646483526,0.8421790054741403,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,17,78,1141,7481,1.5567265689532175,0.07702856757385429,0.8421790054741403,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,KEGG,4,12,1141,7481,2.7841770701084867,0.09669020297215239,0.9041904925185881,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,KEGG,15,70,1141,7481,1.522180894757404,0.10403004471308266,0.9041904925185881,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PROPANOATE_METABOLISM,KEGG,5,17,1141,7481,2.3206690776013628,0.10417251942160838,0.9041904925185881,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_LEISHMANIA_INFECTION,KEGG,13,59,1141,7481,1.5767803537098795,0.10494568911556224,0.9041904925185881,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_E2F_TARGETS,Hallmark,20,99,1141,7481,1.413896481287478,0.11026713323397416,0.9041904925185881,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ETHER_LIPID_METABOLISM,KEGG,5,18,1141,7481,2.141869890160091,0.12700867238496263,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,28,150,1141,7481,1.2821469016618918,0.1449189285003557,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CELL_CYCLE,KEGG,14,68,1141,7481,1.4459709085411518,0.14498656649235936,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PARKINSONS_DISEASE,KEGG,10,46,1141,7481,1.5481767026247455,0.15307575455393596,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_LINOLEIC_ACID_METABOLISM,KEGG,4,14,1141,7481,2.2266100999135867,0.15309536054685655,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG,4,14,1141,7481,2.2266100999135867,0.15309536054685655,0.9656784280647874,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,16,82,1141,7481,1.3519109360131827,0.17596791607662202,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,34,191,1141,7481,1.2095133177841952,0.18520096369534259,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_RENIN_ANGIOTENSIN_SYSTEM,KEGG,3,11,1141,7481,2.086327321047023,0.22877473520775382,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PURINE_METABOLISM,KEGG,16,86,1141,7481,1.27385918215592,0.23098250221985647,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TRYPTOPHAN_METABOLISM,KEGG,5,22,1141,7481,1.636931607211062,0.2366149488853209,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,20,112,1141,7481,1.211597324977526,0.25535282070824455,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_HYPOXIA,Hallmark,24,137,1141,7481,1.183964613291736,0.26077534763248306,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,KEGG,5,23,1141,7481,1.5457638755102892,0.2673460237635482,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG,KEGG,3,12,1141,7481,1.8542121269781124,0.272802912619621,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_RENAL_CELL_CARCINOMA,KEGG,11,59,1141,7481,1.2759863875804174,0.28276608134922443,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_GLYCOLYSIS,Hallmark,25,145,1141,7481,1.1610861539368846,0.28298178290622306,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_KRAS_SIGNALING_UP,Hallmark,25,145,1141,7481,1.1610861539368846,0.28298178290622306,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ALLOGRAFT_REJECTION,KEGG,6,30,1141,7481,1.391118241333593,0.30308735898340095,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,6,30,1141,7481,1.391118241333593,0.30308735898340095,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GLUTATHIONE_METABOLISM,KEGG,8,42,1141,7481,1.3095362597609876,0.30540535025276916,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,16,91,1141,7481,1.1879771851026995,0.308241548755857,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,32,192,1141,7481,1.1145336004011277,0.31977598610501107,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,KEGG,5,25,1141,7481,1.390773940905312,0.3309568906234699,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG,10,56,1141,7481,1.2097280360129956,0.3465817101707428,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_BASE_EXCISION_REPAIR,KEGG,4,20,1141,7481,1.39043024608692,0.3644947821825062,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_LYSINE_DEGRADATION,KEGG,4,20,1141,7481,1.39043024608692,0.3644947821825062,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,KEGG,4,20,1141,7481,1.39043024608692,0.3644947821825062,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_COLORECTAL_CANCER,KEGG,9,53,1141,7481,1.13759401230025,0.41976538944123026,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,9,53,1141,7481,1.13759401230025,0.41976538944123026,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,51,324,1141,7481,1.0398124284721344,0.4256837020949316,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,KEGG,5,28,1141,7481,1.2088057458807793,0.42801177088536657,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_P53_PATHWAY,Hallmark,19,118,1141,7481,1.0675346694777967,0.43714204119536254,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ENDOCYTOSIS,KEGG,20,125,1141,7481,1.05943202331197,0.4455405116031311,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_BETA_ALANINE_METABOLISM,KEGG,3,16,1141,7481,1.2829725697263388,0.45019418639754705,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GLYCEROLIPID_METABOLISM,KEGG,3,16,1141,7481,1.2829725697263388,0.45019418639754705,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PHENYLALANINE_METABOLISM,KEGG,3,16,1141,7481,1.2829725697263388,0.45019418639754705,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG,7,43,1141,7481,1.0809422193847842,0.49004355780700537,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,7,43,1141,7481,1.0809422193847842,0.49004355780700537,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG,5,30,1141,7481,1.1118137872983098,0.4912794988694483,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_HISTIDINE_METABOLISM,KEGG,3,17,1141,7481,1.1911375167501068,0.492217855759244,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_DILATED_CARDIOMYOPATHY,KEGG,6,37,1141,7481,1.0758643816718474,0.5046712506503045,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,KEGG,4,24,1141,7481,1.1117155359299977,0.5092537138295771,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,KEGG,6,38,1141,7481,1.0420715855004172,0.5322525924370806,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_BUTANOATE_METABOLISM,KEGG,3,18,1141,7481,1.1116174573603284,0.532583249207758,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG,4,25,1141,7481,1.0585961670407333,0.5432150134878837,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,4,25,1141,7481,1.0585961670407333,0.5432150134878837,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_MITOTIC_SPINDLE,Hallmark,11,72,1141,7481,1.0020162875942875,0.5482381051437613,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TYROSINE_METABOLISM,KEGG,5,32,1141,7481,1.0291140624914796,0.5517997167101022,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_VIRAL_MYOCARDITIS,KEGG,5,32,1141,7481,1.0291140624914796,0.5517997167101022,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,6,39,1141,7481,1.0103314944521866,0.5591697199868931,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PATHWAYS_IN_CANCER,KEGG,39,259,1141,7481,0.9844918667793728,0.5626930346127803,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_BILE_ACID_METABOLISM,Hallmark,7,46,1141,7481,0.9973096067597476,0.5657185957476216,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GALACTOSE_METABOLISM,KEGG,3,19,1141,7481,1.041960725676722,0.5710697831427818,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PRIMARY_IMMUNODEFICIENCY,KEGG,4,26,1141,7481,1.0103133234361035,0.575922267642688,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,7,47,1141,7481,0.9722230568752799,0.5897840281748248,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_VEGF_SIGNALING_PATHWAY,KEGG,9,61,1141,7481,0.9614021443658397,0.5981585966488989,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_HEDGEHOG_SIGNALING,Hallmark,5,34,1141,7481,0.9578368030702604,0.6085876427407766,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GRAFT_VERSUS_HOST_DISEASE,KEGG,5,34,1141,7481,0.9578368030702604,0.6085876427407766,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_ANGIOGENESIS,Hallmark,6,41,1141,7481,0.952295251374716,0.6106795787369879,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_SMALL_CELL_LUNG_CANCER,KEGG,7,48,1141,7481,0.9483562281284587,0.6131630137903383,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,8,56,1141,7481,0.9255568392006861,0.6370195915540299,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_DNA_REPAIR,Hallmark,10,70,1141,7481,0.9254247919880056,0.6403831594484206,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG,5,36,1141,7481,0.8957972236692072,0.6609830194061196,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,5,36,1141,7481,0.8957972236692072,0.6609830194061196,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_MELANOGENESIS,KEGG,8,58,1141,7481,0.8882958753626164,0.6773212283398348,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,KEGG,7,51,1141,7481,0.883309542677226,0.6787254718524327,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_TGF_BETA_SIGNALING,Hallmark,6,44,1141,7481,0.8767274464103296,0.6812307844480894,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ACUTE_MYELOID_LEUKEMIA,KEGG,6,44,1141,7481,0.8767274464103296,0.6812307844480894,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,20,142,1141,7481,0.9093584152696452,0.6873976723017716,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PYRIMIDINE_METABOLISM,KEGG,8,59,1141,7481,0.870730426147088,0.6964043801432752,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_MYOGENESIS,Hallmark,18,130,1141,7481,0.8913309260622096,0.7101271581931146,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_MELANOMA,KEGG,10,74,1141,7481,0.8670635102698312,0.710521623200715,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,19,137,1141,7481,0.8929448218168489,0.7108986586946451,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_LONG_TERM_DEPRESSION,KEGG,5,39,1141,7481,0.8163528076061622,0.7305886982079492,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_SPERMATOGENESIS,Hallmark,8,61,1141,7481,0.8376015861378433,0.7323500164770894,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,KEGG,4,32,1141,7481,0.793087592698437,0.7411955561967422,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_OOCYTE_MEIOSIS,KEGG,6,47,1141,7481,0.8121842887033988,0.7429112344001356,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_PANCREATIC_CANCER,KEGG,8,62,1141,7481,0.8219615807030537,0.7491946097976417,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,11,84,1141,7481,0.8357204572209883,0.7541360833196744,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG,3,25,1141,7481,0.7570960328447651,0.7575078842947585,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_FATTY_ACID_METABOLISM,KEGG,3,25,1141,7481,0.7570960328447651,0.7575078842947585,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,14,106,1141,7481,0.8436586743444814,0.7614087118495253,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG,4,33,1141,7481,0.7656216220858278,0.7633316733120166,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,14,107,1141,7481,0.8344546321412128,0.7735962375877592,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_PANCREAS_BETA_CELLS,Hallmark,3,26,1141,7481,0.724067907794589,0.7811929647276371,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,KEGG,3,26,1141,7481,0.724067907794589,0.7811929647276371,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_P53_SIGNALING_PATHWAY,KEGG,5,42,1141,7481,0.7498127287881765,0.7892177112368056,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,11,87,1141,7481,0.8023512225014278,0.7939500442531151,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,14,110,1141,7481,0.8079929178034367,0.8075545247892532,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,8,67,1141,7481,0.7517134599794438,0.8221847337935633,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_APOPTOSIS,Hallmark,16,126,1141,7481,0.8055171179689111,0.8227292982796033,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG,3,28,1141,7481,0.6659377502118099,0.8228315002305334,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,KEGG,3,29,1141,7481,0.6402260496071158,0.8409868075491338,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_HUNTINGTONS_DISEASE,KEGG,7,61,1141,7481,0.7185935620044382,0.8425677258584777,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,8,69,1141,7481,0.7268384524401698,0.8463306582822666,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_BLADDER_CANCER,KEGG,5,46,1141,7481,0.6762387537788012,0.8513036833078259,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,7,62,1141,7481,0.7054174743513699,0.8544515769934934,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TIGHT_JUNCTION,KEGG,7,62,1141,7481,0.7054174743513699,0.8544515769934934,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_NON_SMALL_CELL_LUNG_CANCER,KEGG,4,39,1141,7481,0.6337824276896712,0.866405770285092,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,6,56,1141,7481,0.6650548829430892,0.8753923297424695,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,16,133,1141,7481,0.7564786299351285,0.8803331660436091,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,10,88,1141,7481,0.709862528273983,0.8822075767840065,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_KRAS_SIGNALING_DN,Hallmark,13,111,1141,7481,0.7340889821546925,0.883572701379743,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,KEGG,3,32,1141,7481,0.5737293966746294,0.8860918096164951,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,4,41,1141,7481,0.5993371867170585,0.8909007891606319,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,8,74,1141,7481,0.6712460407419686,0.8953480489991907,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_BASAL_CELL_CARCINOMA,KEGG,3,33,1141,7481,0.5545190046445672,0.898367823246943,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,18,153,1141,7481,0.7367454210021274,0.9113039811097463,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,10,92,1141,7481,0.674807644242187,0.9120832401081287,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,17,148,1141,7481,0.716887560208432,0.9239731479980218,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,18,158,1141,7481,0.7098637606944039,0.9345673645513037,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,9,88,1141,7481,0.6301396479714424,0.9354808755364994,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG,3,37,1141,7481,0.48897677782513543,0.93639088254386,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_COMPLEMENT,Hallmark,23,198,1141,7481,0.7247675150009668,0.9427183080295531,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,6,65,1141,7481,0.5628091011010162,0.9452712549100813,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_MTOR_SIGNALING_PATHWAY,KEGG,3,40,1141,7481,0.449115273011284,0.9557575854016422,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG,7,77,1141,7481,0.5529479418692875,0.9605569343045455,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,5,60,1141,7481,0.5029995741611019,0.9625356682610469,0.9999913948525176,Arterial,obese,up,751,Arterial · Obese / Non-obese · higher in pos
