AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,EntrezGeneSymbol,contrast,draw
seq.9830.109,-0.970453631091285,10.642882098151887,-4.3468069103427975,9.525739068249784e-4,0.131430558402763,-0.44403520033625643,VAV3,VAV3,Spine_vs_Laparoscopic,Arterial
seq.25253.17,-0.9435850397157743,10.394118142423219,-4.322984882442844,9.933691469111033e-4,0.131430558402763,-0.4814322584446842,GNAS,GNAS|GNAS,Spine_vs_Laparoscopic,Arterial
seq.7050.5,-0.6048873867414422,9.194259559726211,-4.303250975078994,0.0010285366965603348,0.131430558402763,-0.5124726423635675,NEGR1,NEGR1,Spine_vs_Laparoscopic,Arterial
seq.18891.98,0.8143004236020328,10.322733328514884,4.244704394454548,0.0011406809120640621,0.131430558402763,-0.6048840629033272,GBP2,GBP2,Spine_vs_Laparoscopic,Arterial
seq.21395.23,2.4527045521862805,9.575855674744847,4.249901927585644,0.001152953647186855,0.131430558402763,-0.6114187110212272,PCD17,PCDH17,Spine_vs_Laparoscopic,Arterial
seq.7019.13,1.5565838535502063,10.06553849238168,4.2446104795388475,0.0011637476219157445,0.131430558402763,-0.6197443274384824,Semaphorin-7A,SEMA7A,Spine_vs_Laparoscopic,Arterial
seq.16292.288,-0.996421954035215,9.743386549766644,-4.232906587528568,0.0011879965528286752,0.131430558402763,-0.6381730959437784,GIP,GIP,Spine_vs_Laparoscopic,Arterial
seq.19176.27,-2.109571083556771,11.37114627343096,-4.216134976984408,0.001223662972966474,0.131430558402763,-0.6646142500097625,FA49B,CYRIB,Spine_vs_Laparoscopic,Arterial
seq.6590.54,2.131537417110371,13.712922916053747,4.207814326654739,0.0012417682213340911,0.131430558402763,-0.6777463753094137,Neuropilin-2,NRP2,Spine_vs_Laparoscopic,Arterial
seq.13104.32,-0.7888867626435587,10.17053454204589,-4.176361920958164,0.0012878013723275404,0.131430558402763,-0.7133506208635634,EFNB1,EFNB1,Spine_vs_Laparoscopic,Arterial
seq.17799.9,-2.616461219393514,11.794296646801428,-4.184748596812483,0.0012934252549895702,0.131430558402763,-0.7141991014994336,6PGL,PGLS,Spine_vs_Laparoscopic,Arterial
seq.5741.55,-3.469029475495642,11.144900409553342,-4.175532798341923,0.0013146830962092117,0.131430558402763,-0.7287836346900427,ECP,RNASE3,Spine_vs_Laparoscopic,Arterial
