AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,TargetFullName,EntrezGeneSymbol,EntrezGeneID,UniProt,Dilution,direction,sig_nom,sig_fdr
seq.3512.72,0.19734214099387778,6.219363114434395,2.2032030418617694,0.04557988011550846,0.496651307527927,-3.7920051892540894,KAD_GEOSE,Adenylate kinase_GEOSE,adk,,P27142,0.005,Arterial > Venous,TRUE,FALSE
seq.5612.16,0.1499397106445342,9.999057284642825,2.1997725746147854,0.045616005442361385,0.496651307527927,-3.7930139662533744,HINT2,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,84681,Q9BX68,20,Arterial > Venous,TRUE,FALSE
seq.7924.7,-0.09863594800802457,9.639285657328635,-2.1982689797727493,0.04572815061021615,0.496651307527927,-3.794281530128096,CD3G,T-cell surface glycoprotein CD3 gamma chain,CD3G,917,P09693,20,Venous > Arterial,TRUE,FALSE
seq.23576.46,-0.1426114509318964,10.345476108803561,-2.1980971049769225,0.04574277791179653,0.496651307527927,-3.7944417207056356,BEX4,Protein BEX4,BEX4,56271,Q9NWD9,20,Venous > Arterial,TRUE,FALSE
seq.24420.57,-0.10138576720249463,9.199112149451663,-2.197816135277758,0.045766699103723864,0.496651307527927,-3.7947035835074,DOHH,Deoxyhypusine hydroxylase,DOHH,83475,Q9BU89,20,Venous > Arterial,TRUE,FALSE
seq.8035.6,0.13644103515398628,9.218930990443534,2.198028727464682,0.04577070849683273,0.496651307527927,-3.7946940836566436,CA198,Uncharacterized protein C1orf198,C1orf198,84886,Q9H425,20,Arterial > Venous,TRUE,FALSE
seq.3348.49,-0.5688637925688453,13.214507406624541,-2.2003503028778586,0.045821620816991586,0.496651307527927,-3.7946528698476003,BMP-1,Bone morphogenetic protein 1,BMP1,649,P13497,20,Venous > Arterial,TRUE,FALSE
seq.14006.36,-0.20723547435931117,10.792208542532011,-2.199798211113252,0.04582481176101038,0.496651307527927,-3.7947927661838685,GNMT,Glycine N-methyltransferase,GNMT,27232,Q14749,20,Venous > Arterial,TRUE,FALSE
seq.9053.16,-0.14607166159351412,10.497271781650431,-2.196726678387255,0.04585956404730475,0.496651307527927,-3.795718879588316,CRIP2,Cysteine-rich protein 2,CRIP2,1397,P52943,20,Venous > Arterial,TRUE,FALSE
seq.8340.9,-0.07411326694247758,8.930179933718495,-2.195086638449585,0.04599969318633048,0.496651307527927,-3.7972470572300283,DB110,Beta-defensin 110,DEFB110,245913,Q30KQ9,20,Venous > Arterial,TRUE,FALSE
seq.12628.31,-0.3817423747338709,13.86883709784761,-2.197131588967425,0.046095817155813124,0.496651307527927,-3.797639296832809,LANC2,LanC-like protein 2,LANCL2,55915,Q9NS86,20,Venous > Arterial,TRUE,FALSE
seq.24279.30,0.1852847453331063,9.614523340751832,2.196732574752369,0.04612991538405212,0.496651307527927,-3.7980094466368715,UTP6,U3 small nucleolar RNA-associated protein 6 homolog,UTP6,55813,Q9NYH9,20,Arterial > Venous,TRUE,FALSE
seq.23560.154,0.681980731371529,10.31089950541036,2.196672813253363,0.04613502440801307,0.496651307527927,-3.798064883724992,CEP41,Centrosomal protein of 41 kDa,CEP41,95681,Q9BYV8,20,Arterial > Venous,TRUE,FALSE
seq.8360.169,-0.2395806955105381,10.171351961596237,-2.196605313465876,0.046140795617720054,0.496651307527927,-3.7981274987408717,NKp46,Natural cytotoxicity triggering receptor 1,NCR1,9437,O76036,20,Venous > Arterial,TRUE,FALSE
seq.20986.58,0.31283188085813673,9.009041106305494,2.195752332391599,0.046213783538514165,0.496651307527927,-3.798918714509828,EGLN3,Egl nine homolog 3,EGLN3,112399,Q9H6Z9,20,Arterial > Venous,TRUE,FALSE
seq.5087.5,-0.17102698285610152,9.429074006163372,-2.1949449428918477,0.04626875979426508,0.496651307527927,-3.7995480398156554,IL-22BP,Interleukin-22 receptor subunit alpha-2,IL22RA2,116379,Q969J5,20,Venous > Arterial,TRUE,FALSE
seq.2834.54,-0.18769868534415876,11.18619562953777,-2.192150368807664,0.04627252336988868,0.496651307527927,-3.800158522581374,kallikrein 8,Kallikrein-8,KLK8,11202,O60259,20,Venous > Arterial,TRUE,FALSE
seq.8750.46,0.1253708554923778,9.460709488490805,2.191108376627877,0.046341272623324194,0.496651307527927,-3.800952855670775,Vinculin,Vinculin,VCL,7414,P18206,20,Arterial > Venous,TRUE,FALSE
seq.23362.26,0.5186525323941384,8.794311076948604,2.1934704735996196,0.04640956991256855,0.496651307527927,-3.8010349992493886,5NT1A,Cytosolic 5'-nucleotidase 1A,NT5C1A,84618,Q9BXI3,20,Arterial > Venous,TRUE,FALSE
seq.16890.37,-0.5216854267338701,12.322575310150382,-2.193111658405596,0.04644042732812047,0.496651307527927,-3.801367732974148,ATL1,ADAMTS-like protein 1,ADAMTSL1,92949,Q8N6G6,20,Venous > Arterial,TRUE,FALSE
seq.3453.87,0.39885171226347244,13.027838938305491,2.192374154574868,0.046503911600073285,0.496651307527927,-3.8020515903928658,LYN,Tyrosine-protein kinase Lyn,LYN,4067,P07948,20,Arterial > Venous,TRUE,FALSE
seq.12885.42,-0.09047827238369402,8.256161502092933,-2.1884195040414807,0.04657348567743419,0.496651307527927,-3.803456669409855,NR1D2,Nuclear receptor subfamily 1 group D member 2,NR1D2,9975,Q14995,20,Venous > Arterial,TRUE,FALSE
seq.4666.232,-0.4622820296998038,11.107494139007725,-2.1910746898434543,0.04661596727676834,0.496651307527927,-3.803256403695149,No Protein,No protein,,,,20,Venous > Arterial,TRUE,FALSE
seq.6369.82,0.34365575562590256,9.992735291594293,2.190331907266491,0.04668013258535773,0.496651307527927,-3.803945009528876,DEAF1,Deformed epidermal autoregulatory factor 1 homolog,DEAF1,10522,O75398,0.5,Arterial > Venous,TRUE,FALSE
seq.20241.9,0.4126171364918523,12.08048874802319,2.1896835191387,0.046736211235553916,0.496651307527927,-3.8045460620809344,SNP23,Synaptosomal-associated protein 23,SNAP23,8773,O00161,0.5,Arterial > Venous,TRUE,FALSE
seq.11096.57,0.1508782983829924,10.90915433408334,2.1860826933940922,0.04677617788203062,0.496651307527927,-3.8056320550971225,HEMK2,HemK methyltransferase family member 2,N6AMT1,29104,Q9Y5N5,20,Arterial > Venous,TRUE,FALSE
seq.17816.58,0.11010291034858254,10.393798717780188,2.1859385060048853,0.04678871150816073,0.496651307527927,-3.805766263890651,NCALD,Neurocalcin-delta,NCALD,83988,P61601,20,Arterial > Venous,TRUE,FALSE
seq.8989.40,-0.5442708720366333,10.677224604928341,-2.1877427040446626,0.04690444831481108,0.496651307527927,-3.806344943587107,SCUB1,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUBE1,80274,Q8IWY4,20,Venous > Arterial,TRUE,FALSE
seq.6117.4,-0.29910256676855124,12.011916212651995,-2.1876275793485314,0.04691444554741614,0.496651307527927,-3.806451637569589,NEC2,Neuroendocrine convertase 2,PCSK2,5126,P16519,20,Venous > Arterial,TRUE,FALSE
seq.7173.141,-0.47936213092867525,11.960901085295605,-2.186269534613485,0.04703252651519225,0.496651307527927,-3.8077101332911396,T132C,Transmembrane protein 132C,TMEM132C,92293,Q8N3T6,20,Venous > Arterial,TRUE,FALSE
seq.4355.13,0.15708571904255478,10.594448426957957,2.183102450691124,0.047035877537522634,0.496651307527927,-3.808405614698385,DAPK2,Death-associated protein kinase 2,DAPK2,23604,Q9UIK4,20,Arterial > Venous,TRUE,FALSE
seq.3758.63,-0.1923936749977418,14.319620216961566,-2.1823792253331185,0.04709910264296078,0.496651307527927,-3.809078545883871,Activated Protein C,Activated Protein C,PROC,5624,P04070,0.5,Venous > Arterial,TRUE,FALSE
seq.9187.2,0.2686539104275462,10.027250360852113,2.184487952057032,0.047187855739587996,0.496651307527927,-3.8093608458038126,HMGN1,Non-histone chromosomal protein HMG-14,HMGN1,3150,P05114,20,Arterial > Venous,TRUE,FALSE
seq.14318.1,0.22017301750119186,11.635117373603867,2.182011185998085,0.04724710928318924,0.496651307527927,-3.8103695620087468,VPS29,Vacuolar protein sorting-associated protein 29,VPS29,51699,Q9UBQ0,0.5,Arterial > Venous,TRUE,FALSE
seq.13518.5,0.18017962283677058,10.737133053904863,2.1806443410500123,0.04733842233556884,0.496651307527927,-3.8114057749483576,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2,8853,O43150,0.5,Arterial > Venous,TRUE,FALSE
seq.23006.19,0.25980310684443253,9.613101727308106,2.1824958576786093,0.04736210724413739,0.496651307527927,-3.8112062360831462,PI42B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta,PIP4K2B,8396,P78356,20,Arterial > Venous,TRUE,FALSE
seq.8243.55,-0.17732112562776067,9.137206624334043,-2.1820997651325893,0.047396825753157366,0.496651307527927,-3.8115731123371708,TATI,Serine protease inhibitor Kazal-type 1,SPINK1,6690,P00995,20,Venous > Arterial,TRUE,FALSE
seq.13553.4,-0.09752945438533055,9.338267583638167,-2.1777889842971767,0.04750224190048102,0.496651307527927,-3.8133483117400315,DCNL3,DCN1-like protein 3,DCUN1D3,123879,Q8IWE4,20,Venous > Arterial,TRUE,FALSE
seq.11696.7,-0.471311300893531,13.882311136483386,-2.1790455130605135,0.04766533955445597,0.496651307527927,-3.8144015550462544,RABP2,Cellular retinoic acid-binding protein 2,CRABP2,1382,P29373,20,Venous > Arterial,TRUE,FALSE
seq.18327.6,0.20267773435625203,10.826291507171751,2.1780812762960546,0.04768551760821013,0.496651307527927,-3.8147703332139677,SNX5,Sorting nexin-5,SNX5,27131,Q9Y5X3,20,Arterial > Venous,TRUE,FALSE
seq.12392.30,0.193621460480477,9.875292640436381,2.1787505619104457,0.04769134533011346,0.496651307527927,-3.8146746503669604,ARL1,ADP-ribosylation factor-like protein 1,ARL1,400,P40616,0.5,Arterial > Venous,TRUE,FALSE
seq.5649.83,-0.10392364241679594,8.958539433828125,-2.1748584369103154,0.04776130192998613,0.496651307527927,-3.816073108766558,PSG4,Pregnancy-specific beta-1-glycoprotein 4,PSG4,5672,Q00888,20,Venous > Arterial,TRUE,FALSE
seq.5825.49,-0.24988833944619113,8.786185443663085,-2.1774156632054935,0.04780920910258198,0.496651307527927,-3.815910524339057,IFN-g R1,Interferon gamma receptor 1,IFNGR1,3459,P15260,20,Venous > Arterial,TRUE,FALSE
seq.3474.19,0.46035136880954647,10.947960661344771,2.1770171802298517,0.04784444559889574,0.496651307527927,-3.816279412608793,Thrombospondin-1,Thrombospondin-1,THBS1,7057,P07996,0.005,Arterial > Venous,TRUE,FALSE
seq.12707.26,0.30041531535766813,10.40085497299415,2.175148287707875,0.04801002975928133,0.496651307527927,-3.8180092921096183,DPYL3,Dihydropyrimidinase-related protein 3,DPYSL3,1809,Q14195,0.5,Arterial > Venous,TRUE,FALSE
seq.10749.18,-0.4525205168141319,11.796875904061928,-2.1699904325544246,0.04846980096024222,0.496651307527927,-3.82278165631054,HSP 70,Heat shock 70 kDa protein 1A,HSPA1A,3303,P0DMV8,20,Venous > Arterial,TRUE,FALSE
seq.24447.26,0.17040654200493052,9.389175009223818,2.169062294214484,0.048552970918547544,0.496651307527927,-3.8236401386366294,F221A,Protein FAM221A,FAM221A,340277,A4D161,20,Arterial > Venous,TRUE,FALSE
seq.23341.16,0.35682737150354593,9.867249126773933,2.168938617887142,0.04856406355053699,0.496651307527927,-3.823754526483709,DMC1,Meiotic recombination protein DMC1/LIM15 homolog,DMC1,11144,Q14565,0.5,Arterial > Venous,TRUE,FALSE
seq.22516.30,0.1856771092280988,10.180366629106452,2.1685973056054957,0.04857853256761244,0.496651307527927,-3.8239428370211317,NRL,Neural retina-specific leucine zipper protein,NRL,4901,P54845,20,Arterial > Venous,TRUE,FALSE
seq.6627.25,-0.2818910538001529,11.766689412625716,-2.1663242777776164,0.04879910075663254,0.496651307527927,-3.826172153001378,LIPR1,Inactive pancreatic lipase-related protein 1,PNLIPRP1,5407,P54315,20,Venous > Arterial,TRUE,FALSE
seq.9284.25,-0.24962878844121264,10.963073310832913,-2.1662733709077346,0.048803687972894284,0.496651307527927,-3.826219222430325,SFRP4,Secreted frizzled-related protein 4,SFRP4,6424,Q6FHJ7,20,Venous > Arterial,TRUE,FALSE
seq.17400.71,0.2896269219225128,10.759605712444456,2.1662358927960725,0.048807065381709,0.496651307527927,-3.826253875210914,ACOT8,Acyl-coenzyme A thioesterase 8,ACOT8,10005,O14734,20,Arterial > Venous,TRUE,FALSE
seq.20975.2,0.2505699475863476,7.547140518632086,2.165067246512457,0.04891248972039558,0.496651307527927,-3.8273343487529368,RCAN2,Calcipressin-2,RCAN2,10231,Q14206,20,Arterial > Venous,TRUE,FALSE
seq.16918.198,-0.15447227964998908,8.140494827709107,-2.164852931438526,0.04892703228417902,0.496651307527927,-3.827494884471552,TLR3,Toll-like receptor 3,TLR3,7098,O15455,20,Venous > Arterial,TRUE,FALSE
seq.20954.27,0.16744022607294667,8.317912790994619,2.1630360081934064,0.04909623541745522,0.496651307527927,-3.8292119954725194,LDOCL,Protein LDOC1L,RTL6,84247,Q6ICC9,20,Arterial > Venous,TRUE,FALSE
seq.13614.6,0.2465651228084406,11.762577466244053,2.161935213207821,0.04917948283716219,0.496651307527927,-3.830100658644703,CREB-binding protein,CREB-binding protein,CREBBP,1387,Q92793,0.5,Arterial > Venous,TRUE,FALSE
seq.5813.58,-0.17918082724624865,9.092564008041876,-2.1615415966630445,0.04923183123263053,0.496651307527927,-3.830593132745608,Epo,Erythropoietin,EPO,2056,P01588,20,Venous > Arterial,TRUE,FALSE
seq.5713.9,-0.15802484288717739,7.265638865521741,-2.1605689554840004,0.04924380563099415,0.496651307527927,-3.8309005711682627,IFN-lambda 3,Interferon lambda-3,IFNL3,282617,Q8IZI9,20,Venous > Arterial,TRUE,FALSE
seq.17771.35,0.11850878978767672,9.58431747204491,2.158135829223612,0.049264995875970635,0.496651307527927,-3.831604143834924,RPC9,DNA-directed RNA polymerase III subunit RPC9,CRCP,27297,O75575,20,Arterial > Venous,TRUE,FALSE
seq.6324.11,-0.37591616528986915,11.772624966183116,-2.161021525933529,0.049279101962491564,0.496651307527927,-3.8310737280455234,DNSL2,Deoxyribonuclease-1-like 2,DNASE1L2,1775,Q92874,20,Venous > Arterial,TRUE,FALSE
seq.5630.48,-0.42214630022361005,13.167794997054479,-2.15926872239227,0.04943873165552117,0.496651307527927,-3.832693277743415,CM35H,CMRF35-like molecule 8,CD300A,11314,Q9UGN4,20,Venous > Arterial,TRUE,FALSE
seq.9275.2,-0.21348443931315697,14.874988665658433,-2.1570890570916736,0.04946266964634386,0.496651307527927,-3.8333616342860384,Siglec-5,Sialic acid-binding Ig-like lectin 5,SIGLEC5,8778,O15389,0.5,Venous > Arterial,TRUE,FALSE
seq.18301.10,0.5232937266491517,11.71751909163113,2.1580357113396644,0.0495513124124367,0.496651307527927,-3.83383235745191,NAIF1,Nuclear apoptosis-inducing factor 1,NAIF1,203245,Q69YI7,0.5,Arterial > Venous,TRUE,FALSE
seq.2851.63,-0.15554552642938063,13.300478849505147,-2.1535984139093247,0.0496805510480872,0.496651307527927,-3.835813003592025,C5a,C5a anaphylatoxin,C5,727,P01031,0.5,Venous > Arterial,TRUE,FALSE
seq.10575.31,-0.24795915619716366,12.719400854647327,-2.1542437341268217,0.049777311937654674,0.496651307527927,-3.8364072335278747,PUF60,Poly(U)-binding-splicing factor PUF60,PUF60,22827,Q9UHX1,20,Venous > Arterial,TRUE,FALSE
seq.12409.90,-0.09970745513603653,9.456246260900794,-2.15240477186418,0.04979041125425466,0.496651307527927,-3.8369198350411695,RAB7B,Ras-related protein Rab-7b,RAB7B,338382,Q96AH8,20,Venous > Arterial,TRUE,FALSE
seq.10489.19,0.12968226722503287,6.622779769617066,2.151560037341105,0.049868295535123876,0.496651307527927,-3.8377030383202406,Fc_MOUSE,Fc_MOUSE,,,Q99LC4,20,Arterial > Venous,TRUE,FALSE
seq.23606.18,0.29451834498279983,9.170543852606794,2.1536787301989295,0.04995104871586016,0.496651307527927,-3.8378561314416015,SAM4B,Sterile alpha motif domain-containing protein 4B,SAMD4B,55095,Q5PRF9,20,Arterial > Venous,TRUE,FALSE
